,index,address,zip_code,price,bed,bath,sqr_footage,property_link
7879,7879,3148 Grandview Hwy,V5M 2E8,"$3,650,000",3 beds,2 baths,"1,470 ",https://www.redfin.com/bc/vancouver/3148-Grandview-Hwy-V5M-2E8/home/155318686
7880,7880,2742 E 5th Ave,V5M 1N2,"$1,988,000",5 beds,4 baths,"2,247 ",https://www.redfin.com/bc/vancouver/2742-E-5th-Ave-V5M-1N2/home/155302073
7881,7881,2505 E Broadway #203,V5M 1Y4,"$499,000",2 beds,1 bath,750 ,https://www.redfin.com/bc/vancouver/2505-E-Broadway-V5M-1Y4/unit-203/home/155282372
7882,7882,3221 William St,V5K 2Z2,"$1,790,000",5 beds,2.5 baths,"2,087 ",https://www.redfin.com/bc/vancouver/3221-William-St-V5K-2Z2/home/155752000
7883,7883,3298 E 2nd Ave,V5M 1G3,"$2,199,000",7 beds,5 baths,"3,326 ",https://www.redfin.com/bc/vancouver/3298-E-2nd-Ave-V5M-1G3/home/155395993
7884,7884,2709 Napier St #1,V5K 2W9,"$1,488,000",3 beds,2.5 baths,"1,434 ",https://www.redfin.com/bc/vancouver/2709-Napier-St-V5K-2W9/unit-1/home/194480270
7885,7885,1155 Renfrew St,V5K 4C1,"$3,088,000",8 beds,7 baths,"3,285 ",https://www.redfin.com/bc/vancouver/1155-Renfrew-St-V5K-4C1/home/155788909
7886,7886,2130 Nanaimo St,V5N 5C7,"$1,999,900",2 beds,1 bath,885 ,https://www.redfin.com/bc/vancouver/2130-Nanaimo-St-V5N-5C7/home/155536214
7887,7887,1260 Kaslo St #1,V5K 3Z7,"$1,599,000",3 beds,2.5 baths,"1,558 ",https://www.redfin.com/bc/vancouver/1260-Kaslo-St-V5K-3Z7/unit-1/home/195082388
7888,7888,2643 E 8th Ave,V5M 1W4,"$2,749,888",8 beds,5 baths,"2,200 ",https://www.redfin.com/bc/vancouver/2643-E-8th-Ave-V5M-1W4/home/155349348
7889,7889,1260 Kaslo St #2,V5K 3Z7,"$1,629,000",3 beds,2.5 baths,"1,579 ",https://www.redfin.com/bc/vancouver/1260-Kaslo-St-V5K-3Z7/unit-2/home/195081754
7890,7890,2555 E 8th Ave,V5M 1W3,"$2,980,000",8 beds,7 baths,"3,561 ",https://www.redfin.com/bc/vancouver/2555-E-8th-Ave-V5M-1W3/home/155297377
7891,7891,3538 Napier St,V5K 2X7,"$1,799,000",4 beds,3 baths,"1,933 ",https://www.redfin.com/bc/vancouver/3538-Napier-St-V5K/home/155753950
7892,7892,2740 Napier St #1,V5K 2W8,"$1,769,000",3 beds,3.5 baths,"1,607 ",https://www.redfin.com/bc/vancouver/2740-Napier-St-V5K-2W8/unit-1/home/193564411
7893,7893,2730 William St,V5K 2Y8,"$1,549,000",3 beds,2 baths,"1,950 ",https://www.redfin.com/bc/vancouver/2730-William-St-V5K-2Y8/home/155624864
7894,7894,3302 E 5th Ave,V5M 1P4,"$1,638,000",10 beds,4.5 baths,"2,238 ",https://www.redfin.com/bc/vancouver/3302-E-5th-Ave-V5M-1P4/home/155317884
7895,7895,3160 Grandview Hwy,V5M 2E8,"$3,650,000",6 beds,2 baths,"2,250 ",https://www.redfin.com/bc/vancouver/3160-Grandview-Hwy-V5M-2E8/home/155432062
7896,7896,2881 Kamloops St,V5M 2E1,"$989,900",2 beds,2 baths,754 ,https://www.redfin.com/bc/vancouver/2881-Kamloops-St-V5M-3B1/home/195047708
7897,7897,3186 Grant St,V5K 3H9,"$1,775,000",4 beds,4 baths,"1,830 ",https://www.redfin.com/bc/vancouver/3186-Grant-St-V5K-3H9/home/155654699
7898,7898,2722 Venables St,V5K 2R6,"$2,128,000",6 beds,4 baths,"1,968 ",https://www.redfin.com/bc/vancouver/2722-Venables-St-V5K-2R6/home/155624422
7899,7899,3073 E 3rd Ave,V5M 1H9,"$3,488,000",9 beds,8.5 baths,"3,791 ",https://www.redfin.com/bc/vancouver/3073-E-3rd-Ave-V5M-1H9/home/155394413
7900,7900,2677 E Broadway #211,V5M 1Y6,"$799,900",2 beds,2 baths,"1,089 ",https://www.redfin.com/bc/vancouver/2677-E-Broadway-V5M-1Y6/unit-211/home/155385399
7901,7901,2668 E 8th Ave,V5M 1W5,"$1,549,988",5 beds,3.5 baths,"1,684 ",https://www.redfin.com/bc/vancouver/2668-E-8th-Ave-V5M-1W5/home/155313003
7902,7902,837 Windermere St,V5K 4J5,"$1,499,888",2 beds,1 bath,996 ,https://www.redfin.com/bc/vancouver/837-Windermere-St-V5K-4J5/home/155788231
7903,7903,2578 E 4th Ave,V5M 1K3,"$1,870,000",4 beds,3 baths,"1,789 ",https://www.redfin.com/bc/vancouver/2578-E-4th-Ave-V5M-1K3/home/155340560
7904,7904,3317 E 3rd Ave,V5M 1J5,"$2,599,000",6 beds,5.5 baths,"3,195 ",https://www.redfin.com/bc/vancouver/3317-E-3rd-Ave-V5M-1J5/home/155345879
7905,7905,2677 Grant St,V5K 3G8,"$1,788,000",4 beds,2 baths,"2,033 ",https://www.redfin.com/bc/vancouver/2677-Grant-St-V5K-3G8/home/155733427
7906,7906,2888 E 2nd Ave #101,V5M 1E3,"$898,000",3 beds,2 baths,971 ,https://www.redfin.com/bc/vancouver/2888-E-2nd-Ave-V5M-0B9/unit-101/home/155381805
7907,7907,3469 Terra Vita Pl #39,V5K 5H7,"$929,000",3 beds,2.5 baths,"1,407 ",https://www.redfin.com/bc/vancouver/3469-Terra-Vita-Pl-V5K/unit-39/home/155595302
7908,7908,3172 Grandview Hwy,V5M 2E8,"$3,650,000",6 beds,4 baths,"2,152 ",https://www.redfin.com/bc/vancouver/3172-Grandview-Hwy-V5M-2E8/home/155304921
7909,7909,2944 East 4TH Ave,V5M 1L2,"$2,099,000",4 beds,3 baths,"2,650 ",https://www.redfin.com/bc/vancouver/2944-E-4th-Ave-V5M-1L2/home/155319815
7910,7910,962 Renfrew St,V5K 4B8,"$1,550,000",3 beds,4 baths,"1,641 ",https://www.redfin.com/bc/vancouver/962-Renfrew-St-V5K-4B8/home/155785580
7911,7911,2920 Grant St #2,V5K 3H5,"$1,749,000",4 beds,3.5 baths,"1,660 ",https://www.redfin.com/bc/vancouver/2920-Grant-St-V5K-3H5/unit-2/home/194514422
7912,7912,2793 E 1st Ave,V5M 1A6,"$1,550,000",3 beds,2.5 baths,"1,383 ",https://www.redfin.com/bc/vancouver/2793-E-1st-Ave-V5M-1A6/home/155340645
7913,7913,2791 E 1st Ave,V5M 1A6,"$1,490,000",3 beds,2.5 baths,"1,375 ",https://www.redfin.com/bc/vancouver/2791-E-1st-Ave-V5M-1A6/home/189598346
7914,7914,2889 E 1st Ave #208,V5M 0G2,"$765,000",2 beds,2 baths,843 ,https://www.redfin.com/bc/vancouver/2889-E-1st-Ave-V5K-4C9/unit-208/home/171099214
7915,7915,3119 Charles St #1,V5K 3B7,"$1,439,000",3 beds,2.5 baths,"1,217 ",https://www.redfin.com/bc/vancouver/3119-Charles-St-V5K-3B7/unit-1/home/194694980
7916,7916,2419 Grant St #404,V0V 0V0,"$1,385,900",2 beds,2 baths,"1,270 ",https://www.redfin.com/bc/vancouver/2419-Grant-St-V5L-4T7/unit-404/home/195169836
7917,7917,1866 Nanaimo St,V5N 5C2,"$1,700,000",5 beds,3 baths,"1,836 ",https://www.redfin.com/bc/vancouver/1866-Nanaimo-St-V5N-5C2/home/155647478
7918,7918,1988 Nanaimo St,V5N 5C3,"$1,749,900",6 beds,4 baths,"1,710 ",https://www.redfin.com/bc/vancouver/1988-Nanaimo-St-V5N-5C3/home/155487999
7919,7919,3148 Grandview Hwy,V5M 2E8,"$3,650,000",3 beds,2 baths,"1,470 ",https://www.redfin.com/bc/vancouver/3148-Grandview-Hwy-V5M-2E8/home/155318686
7920,7920,2742 E 5th Ave,V5M 1N2,"$1,988,000",5 beds,4 baths,"2,247 ",https://www.redfin.com/bc/vancouver/2742-E-5th-Ave-V5M-1N2/home/155302073
7921,7921,2505 E Broadway #203,V5M 1Y4,"$499,000",2 beds,1 bath,750 ,https://www.redfin.com/bc/vancouver/2505-E-Broadway-V5M-1Y4/unit-203/home/155282372
7922,7922,3221 William St,V5K 2Z2,"$1,790,000",5 beds,2.5 baths,"2,087 ",https://www.redfin.com/bc/vancouver/3221-William-St-V5K-2Z2/home/155752000
7923,7923,3298 E 2nd Ave,V5M 1G3,"$2,199,000",7 beds,5 baths,"3,326 ",https://www.redfin.com/bc/vancouver/3298-E-2nd-Ave-V5M-1G3/home/155395993
7924,7924,2709 Napier St #1,V5K 2W9,"$1,488,000",3 beds,2.5 baths,"1,434 ",https://www.redfin.com/bc/vancouver/2709-Napier-St-V5K-2W9/unit-1/home/194480270
7925,7925,1155 Renfrew St,V5K 4C1,"$3,088,000",8 beds,7 baths,"3,285 ",https://www.redfin.com/bc/vancouver/1155-Renfrew-St-V5K-4C1/home/155788909
7926,7926,2130 Nanaimo St,V5N 5C7,"$1,999,900",2 beds,1 bath,885 ,https://www.redfin.com/bc/vancouver/2130-Nanaimo-St-V5N-5C7/home/155536214
7927,7927,1260 Kaslo St #1,V5K 3Z7,"$1,599,000",3 beds,2.5 baths,"1,558 ",https://www.redfin.com/bc/vancouver/1260-Kaslo-St-V5K-3Z7/unit-1/home/195082388
7928,7928,2643 E 8th Ave,V5M 1W4,"$2,749,888",8 beds,5 baths,"2,200 ",https://www.redfin.com/bc/vancouver/2643-E-8th-Ave-V5M-1W4/home/155349348
7929,7929,1260 Kaslo St #2,V5K 3Z7,"$1,629,000",3 beds,2.5 baths,"1,579 ",https://www.redfin.com/bc/vancouver/1260-Kaslo-St-V5K-3Z7/unit-2/home/195081754
7930,7930,2555 E 8th Ave,V5M 1W3,"$2,980,000",8 beds,7 baths,"3,561 ",https://www.redfin.com/bc/vancouver/2555-E-8th-Ave-V5M-1W3/home/155297377
7931,7931,3538 Napier St,V5K 2X7,"$1,799,000",4 beds,3 baths,"1,933 ",https://www.redfin.com/bc/vancouver/3538-Napier-St-V5K/home/155753950
7932,7932,2740 Napier St #1,V5K 2W8,"$1,769,000",3 beds,3.5 baths,"1,607 ",https://www.redfin.com/bc/vancouver/2740-Napier-St-V5K-2W8/unit-1/home/193564411
7933,7933,2730 William St,V5K 2Y8,"$1,549,000",3 beds,2 baths,"1,950 ",https://www.redfin.com/bc/vancouver/2730-William-St-V5K-2Y8/home/155624864
7934,7934,3302 E 5th Ave,V5M 1P4,"$1,638,000",10 beds,4.5 baths,"2,238 ",https://www.redfin.com/bc/vancouver/3302-E-5th-Ave-V5M-1P4/home/155317884
7935,7935,3160 Grandview Hwy,V5M 2E8,"$3,650,000",6 beds,2 baths,"2,250 ",https://www.redfin.com/bc/vancouver/3160-Grandview-Hwy-V5M-2E8/home/155432062
7936,7936,2881 Kamloops St,V5M 2E1,"$989,900",2 beds,2 baths,754 ,https://www.redfin.com/bc/vancouver/2881-Kamloops-St-V5M-3B1/home/195047708
7937,7937,3186 Grant St,V5K 3H9,"$1,775,000",4 beds,4 baths,"1,830 ",https://www.redfin.com/bc/vancouver/3186-Grant-St-V5K-3H9/home/155654699
7938,7938,2722 Venables St,V5K 2R6,"$2,128,000",6 beds,4 baths,"1,968 ",https://www.redfin.com/bc/vancouver/2722-Venables-St-V5K-2R6/home/155624422
7939,7939,3073 E 3rd Ave,V5M 1H9,"$3,488,000",9 beds,8.5 baths,"3,791 ",https://www.redfin.com/bc/vancouver/3073-E-3rd-Ave-V5M-1H9/home/155394413
7940,7940,2677 E Broadway #211,V5M 1Y6,"$799,900",2 beds,2 baths,"1,089 ",https://www.redfin.com/bc/vancouver/2677-E-Broadway-V5M-1Y6/unit-211/home/155385399
7941,7941,2668 E 8th Ave,V5M 1W5,"$1,549,988",5 beds,3.5 baths,"1,684 ",https://www.redfin.com/bc/vancouver/2668-E-8th-Ave-V5M-1W5/home/155313003
7942,7942,837 Windermere St,V5K 4J5,"$1,499,888",2 beds,1 bath,996 ,https://www.redfin.com/bc/vancouver/837-Windermere-St-V5K-4J5/home/155788231
7943,7943,2578 E 4th Ave,V5M 1K3,"$1,870,000",4 beds,3 baths,"1,789 ",https://www.redfin.com/bc/vancouver/2578-E-4th-Ave-V5M-1K3/home/155340560
7944,7944,3317 E 3rd Ave,V5M 1J5,"$2,599,000",6 beds,5.5 baths,"3,195 ",https://www.redfin.com/bc/vancouver/3317-E-3rd-Ave-V5M-1J5/home/155345879
7945,7945,2677 Grant St,V5K 3G8,"$1,788,000",4 beds,2 baths,"2,033 ",https://www.redfin.com/bc/vancouver/2677-Grant-St-V5K-3G8/home/155733427
7946,7946,2888 E 2nd Ave #101,V5M 1E3,"$898,000",3 beds,2 baths,971 ,https://www.redfin.com/bc/vancouver/2888-E-2nd-Ave-V5M-0B9/unit-101/home/155381805
7947,7947,3469 Terra Vita Pl #39,V5K 5H7,"$929,000",3 beds,2.5 baths,"1,407 ",https://www.redfin.com/bc/vancouver/3469-Terra-Vita-Pl-V5K/unit-39/home/155595302
7948,7948,3172 Grandview Hwy,V5M 2E8,"$3,650,000",6 beds,4 baths,"2,152 ",https://www.redfin.com/bc/vancouver/3172-Grandview-Hwy-V5M-2E8/home/155304921
7949,7949,2944 East 4TH Ave,V5M 1L2,"$2,099,000",4 beds,3 baths,"2,650 ",https://www.redfin.com/bc/vancouver/2944-E-4th-Ave-V5M-1L2/home/155319815
7950,7950,962 Renfrew St,V5K 4B8,"$1,550,000",3 beds,4 baths,"1,641 ",https://www.redfin.com/bc/vancouver/962-Renfrew-St-V5K-4B8/home/155785580
7951,7951,2920 Grant St #2,V5K 3H5,"$1,749,000",4 beds,3.5 baths,"1,660 ",https://www.redfin.com/bc/vancouver/2920-Grant-St-V5K-3H5/unit-2/home/194514422
7952,7952,2793 E 1st Ave,V5M 1A6,"$1,550,000",3 beds,2.5 baths,"1,383 ",https://www.redfin.com/bc/vancouver/2793-E-1st-Ave-V5M-1A6/home/155340645
7953,7953,2791 E 1st Ave,V5M 1A6,"$1,490,000",3 beds,2.5 baths,"1,375 ",https://www.redfin.com/bc/vancouver/2791-E-1st-Ave-V5M-1A6/home/189598346
7954,7954,2889 E 1st Ave #208,V5M 0G2,"$765,000",2 beds,2 baths,843 ,https://www.redfin.com/bc/vancouver/2889-E-1st-Ave-V5K-4C9/unit-208/home/171099214
7955,7955,3119 Charles St #1,V5K 3B7,"$1,439,000",3 beds,2.5 baths,"1,217 ",https://www.redfin.com/bc/vancouver/3119-Charles-St-V5K-3B7/unit-1/home/194694980
7956,7956,2419 Grant St #404,V0V 0V0,"$1,385,900",2 beds,2 baths,"1,270 ",https://www.redfin.com/bc/vancouver/2419-Grant-St-V5L-4T7/unit-404/home/195169836
7957,7957,1866 Nanaimo St,V5N 5C2,"$1,700,000",5 beds,3 baths,"1,836 ",https://www.redfin.com/bc/vancouver/1866-Nanaimo-St-V5N-5C2/home/155647478
7958,7958,1988 Nanaimo St,V5N 5C3,"$1,749,900",6 beds,4 baths,"1,710 ",https://www.redfin.com/bc/vancouver/1988-Nanaimo-St-V5N-5C3/home/155487999
7959,7959,3148 Grandview Hwy,V5M 2E8,"$3,650,000",3 beds,2 baths,"1,470 ",https://www.redfin.com/bc/vancouver/3148-Grandview-Hwy-V5M-2E8/home/155318686
7960,7960,2742 E 5th Ave,V5M 1N2,"$1,988,000",5 beds,4 baths,"2,247 ",https://www.redfin.com/bc/vancouver/2742-E-5th-Ave-V5M-1N2/home/155302073
7961,7961,2505 E Broadway #203,V5M 1Y4,"$499,000",2 beds,1 bath,750 ,https://www.redfin.com/bc/vancouver/2505-E-Broadway-V5M-1Y4/unit-203/home/155282372
7962,7962,3221 William St,V5K 2Z2,"$1,790,000",5 beds,2.5 baths,"2,087 ",https://www.redfin.com/bc/vancouver/3221-William-St-V5K-2Z2/home/155752000
7963,7963,3298 E 2nd Ave,V5M 1G3,"$2,199,000",7 beds,5 baths,"3,326 ",https://www.redfin.com/bc/vancouver/3298-E-2nd-Ave-V5M-1G3/home/155395993
7964,7964,2709 Napier St #1,V5K 2W9,"$1,488,000",3 beds,2.5 baths,"1,434 ",https://www.redfin.com/bc/vancouver/2709-Napier-St-V5K-2W9/unit-1/home/194480270
7965,7965,1155 Renfrew St,V5K 4C1,"$3,088,000",8 beds,7 baths,"3,285 ",https://www.redfin.com/bc/vancouver/1155-Renfrew-St-V5K-4C1/home/155788909
7966,7966,2130 Nanaimo St,V5N 5C7,"$1,999,900",2 beds,1 bath,885 ,https://www.redfin.com/bc/vancouver/2130-Nanaimo-St-V5N-5C7/home/155536214
7967,7967,1260 Kaslo St #1,V5K 3Z7,"$1,599,000",3 beds,2.5 baths,"1,558 ",https://www.redfin.com/bc/vancouver/1260-Kaslo-St-V5K-3Z7/unit-1/home/195082388
7968,7968,2643 E 8th Ave,V5M 1W4,"$2,749,888",8 beds,5 baths,"2,200 ",https://www.redfin.com/bc/vancouver/2643-E-8th-Ave-V5M-1W4/home/155349348
7969,7969,1260 Kaslo St #2,V5K 3Z7,"$1,629,000",3 beds,2.5 baths,"1,579 ",https://www.redfin.com/bc/vancouver/1260-Kaslo-St-V5K-3Z7/unit-2/home/195081754
7970,7970,2555 E 8th Ave,V5M 1W3,"$2,980,000",8 beds,7 baths,"3,561 ",https://www.redfin.com/bc/vancouver/2555-E-8th-Ave-V5M-1W3/home/155297377
7971,7971,3538 Napier St,V5K 2X7,"$1,799,000",4 beds,3 baths,"1,933 ",https://www.redfin.com/bc/vancouver/3538-Napier-St-V5K/home/155753950
7972,7972,2740 Napier St #1,V5K 2W8,"$1,769,000",3 beds,3.5 baths,"1,607 ",https://www.redfin.com/bc/vancouver/2740-Napier-St-V5K-2W8/unit-1/home/193564411
7973,7973,2730 William St,V5K 2Y8,"$1,549,000",3 beds,2 baths,"1,950 ",https://www.redfin.com/bc/vancouver/2730-William-St-V5K-2Y8/home/155624864
7974,7974,3302 E 5th Ave,V5M 1P4,"$1,638,000",10 beds,4.5 baths,"2,238 ",https://www.redfin.com/bc/vancouver/3302-E-5th-Ave-V5M-1P4/home/155317884
7975,7975,3160 Grandview Hwy,V5M 2E8,"$3,650,000",6 beds,2 baths,"2,250 ",https://www.redfin.com/bc/vancouver/3160-Grandview-Hwy-V5M-2E8/home/155432062
7976,7976,2881 Kamloops St,V5M 2E1,"$989,900",2 beds,2 baths,754 ,https://www.redfin.com/bc/vancouver/2881-Kamloops-St-V5M-3B1/home/195047708
7977,7977,3186 Grant St,V5K 3H9,"$1,775,000",4 beds,4 baths,"1,830 ",https://www.redfin.com/bc/vancouver/3186-Grant-St-V5K-3H9/home/155654699
7978,7978,2722 Venables St,V5K 2R6,"$2,128,000",6 beds,4 baths,"1,968 ",https://www.redfin.com/bc/vancouver/2722-Venables-St-V5K-2R6/home/155624422
7979,7979,3073 E 3rd Ave,V5M 1H9,"$3,488,000",9 beds,8.5 baths,"3,791 ",https://www.redfin.com/bc/vancouver/3073-E-3rd-Ave-V5M-1H9/home/155394413
7980,7980,2677 E Broadway #211,V5M 1Y6,"$799,900",2 beds,2 baths,"1,089 ",https://www.redfin.com/bc/vancouver/2677-E-Broadway-V5M-1Y6/unit-211/home/155385399
7981,7981,2668 E 8th Ave,V5M 1W5,"$1,549,988",5 beds,3.5 baths,"1,684 ",https://www.redfin.com/bc/vancouver/2668-E-8th-Ave-V5M-1W5/home/155313003
7982,7982,837 Windermere St,V5K 4J5,"$1,499,888",2 beds,1 bath,996 ,https://www.redfin.com/bc/vancouver/837-Windermere-St-V5K-4J5/home/155788231
7983,7983,2578 E 4th Ave,V5M 1K3,"$1,870,000",4 beds,3 baths,"1,789 ",https://www.redfin.com/bc/vancouver/2578-E-4th-Ave-V5M-1K3/home/155340560
7984,7984,3317 E 3rd Ave,V5M 1J5,"$2,599,000",6 beds,5.5 baths,"3,195 ",https://www.redfin.com/bc/vancouver/3317-E-3rd-Ave-V5M-1J5/home/155345879
7985,7985,2677 Grant St,V5K 3G8,"$1,788,000",4 beds,2 baths,"2,033 ",https://www.redfin.com/bc/vancouver/2677-Grant-St-V5K-3G8/home/155733427
7986,7986,2888 E 2nd Ave #101,V5M 1E3,"$898,000",3 beds,2 baths,971 ,https://www.redfin.com/bc/vancouver/2888-E-2nd-Ave-V5M-0B9/unit-101/home/155381805
7987,7987,3469 Terra Vita Pl #39,V5K 5H7,"$929,000",3 beds,2.5 baths,"1,407 ",https://www.redfin.com/bc/vancouver/3469-Terra-Vita-Pl-V5K/unit-39/home/155595302
7988,7988,3172 Grandview Hwy,V5M 2E8,"$3,650,000",6 beds,4 baths,"2,152 ",https://www.redfin.com/bc/vancouver/3172-Grandview-Hwy-V5M-2E8/home/155304921
7989,7989,2944 East 4TH Ave,V5M 1L2,"$2,099,000",4 beds,3 baths,"2,650 ",https://www.redfin.com/bc/vancouver/2944-E-4th-Ave-V5M-1L2/home/155319815
7990,7990,962 Renfrew St,V5K 4B8,"$1,550,000",3 beds,4 baths,"1,641 ",https://www.redfin.com/bc/vancouver/962-Renfrew-St-V5K-4B8/home/155785580
7991,7991,2920 Grant St #2,V5K 3H5,"$1,749,000",4 beds,3.5 baths,"1,660 ",https://www.redfin.com/bc/vancouver/2920-Grant-St-V5K-3H5/unit-2/home/194514422
7992,7992,2793 E 1st Ave,V5M 1A6,"$1,550,000",3 beds,2.5 baths,"1,383 ",https://www.redfin.com/bc/vancouver/2793-E-1st-Ave-V5M-1A6/home/155340645
7993,7993,2791 E 1st Ave,V5M 1A6,"$1,490,000",3 beds,2.5 baths,"1,375 ",https://www.redfin.com/bc/vancouver/2791-E-1st-Ave-V5M-1A6/home/189598346
7994,7994,2889 E 1st Ave #208,V5M 0G2,"$765,000",2 beds,2 baths,843 ,https://www.redfin.com/bc/vancouver/2889-E-1st-Ave-V5K-4C9/unit-208/home/171099214
7995,7995,3119 Charles St #1,V5K 3B7,"$1,439,000",3 beds,2.5 baths,"1,217 ",https://www.redfin.com/bc/vancouver/3119-Charles-St-V5K-3B7/unit-1/home/194694980
7996,7996,2419 Grant St #404,V0V 0V0,"$1,385,900",2 beds,2 baths,"1,270 ",https://www.redfin.com/bc/vancouver/2419-Grant-St-V5L-4T7/unit-404/home/195169836
7997,7997,1866 Nanaimo St,V5N 5C2,"$1,700,000",5 beds,3 baths,"1,836 ",https://www.redfin.com/bc/vancouver/1866-Nanaimo-St-V5N-5C2/home/155647478
7998,7998,1988 Nanaimo St,V5N 5C3,"$1,749,900",6 beds,4 baths,"1,710 ",https://www.redfin.com/bc/vancouver/1988-Nanaimo-St-V5N-5C3/home/155487999
7999,7999,3148 Grandview Hwy,V5M 2E8,"$3,650,000",3 beds,2 baths,"1,470 ",https://www.redfin.com/bc/vancouver/3148-Grandview-Hwy-V5M-2E8/home/155318686
8000,8000,2742 E 5th Ave,V5M 1N2,"$1,988,000",5 beds,4 baths,"2,247 ",https://www.redfin.com/bc/vancouver/2742-E-5th-Ave-V5M-1N2/home/155302073
8001,8001,2505 E Broadway #203,V5M 1Y4,"$499,000",2 beds,1 bath,750 ,https://www.redfin.com/bc/vancouver/2505-E-Broadway-V5M-1Y4/unit-203/home/155282372
8002,8002,3221 William St,V5K 2Z2,"$1,790,000",5 beds,2.5 baths,"2,087 ",https://www.redfin.com/bc/vancouver/3221-William-St-V5K-2Z2/home/155752000
8003,8003,3298 E 2nd Ave,V5M 1G3,"$2,199,000",7 beds,5 baths,"3,326 ",https://www.redfin.com/bc/vancouver/3298-E-2nd-Ave-V5M-1G3/home/155395993
8004,8004,2709 Napier St #1,V5K 2W9,"$1,488,000",3 beds,2.5 baths,"1,434 ",https://www.redfin.com/bc/vancouver/2709-Napier-St-V5K-2W9/unit-1/home/194480270
8005,8005,1155 Renfrew St,V5K 4C1,"$3,088,000",8 beds,7 baths,"3,285 ",https://www.redfin.com/bc/vancouver/1155-Renfrew-St-V5K-4C1/home/155788909
8006,8006,2130 Nanaimo St,V5N 5C7,"$1,999,900",2 beds,1 bath,885 ,https://www.redfin.com/bc/vancouver/2130-Nanaimo-St-V5N-5C7/home/155536214
8007,8007,1260 Kaslo St #1,V5K 3Z7,"$1,599,000",3 beds,2.5 baths,"1,558 ",https://www.redfin.com/bc/vancouver/1260-Kaslo-St-V5K-3Z7/unit-1/home/195082388
8008,8008,2643 E 8th Ave,V5M 1W4,"$2,749,888",8 beds,5 baths,"2,200 ",https://www.redfin.com/bc/vancouver/2643-E-8th-Ave-V5M-1W4/home/155349348
8009,8009,1260 Kaslo St #2,V5K 3Z7,"$1,629,000",3 beds,2.5 baths,"1,579 ",https://www.redfin.com/bc/vancouver/1260-Kaslo-St-V5K-3Z7/unit-2/home/195081754
8010,8010,2555 E 8th Ave,V5M 1W3,"$2,980,000",8 beds,7 baths,"3,561 ",https://www.redfin.com/bc/vancouver/2555-E-8th-Ave-V5M-1W3/home/155297377
8011,8011,3538 Napier St,V5K 2X7,"$1,799,000",4 beds,3 baths,"1,933 ",https://www.redfin.com/bc/vancouver/3538-Napier-St-V5K/home/155753950
8012,8012,2740 Napier St #1,V5K 2W8,"$1,769,000",3 beds,3.5 baths,"1,607 ",https://www.redfin.com/bc/vancouver/2740-Napier-St-V5K-2W8/unit-1/home/193564411
8013,8013,2730 William St,V5K 2Y8,"$1,549,000",3 beds,2 baths,"1,950 ",https://www.redfin.com/bc/vancouver/2730-William-St-V5K-2Y8/home/155624864
8014,8014,3302 E 5th Ave,V5M 1P4,"$1,638,000",10 beds,4.5 baths,"2,238 ",https://www.redfin.com/bc/vancouver/3302-E-5th-Ave-V5M-1P4/home/155317884
8015,8015,3160 Grandview Hwy,V5M 2E8,"$3,650,000",6 beds,2 baths,"2,250 ",https://www.redfin.com/bc/vancouver/3160-Grandview-Hwy-V5M-2E8/home/155432062
8016,8016,2881 Kamloops St,V5M 2E1,"$989,900",2 beds,2 baths,754 ,https://www.redfin.com/bc/vancouver/2881-Kamloops-St-V5M-3B1/home/195047708
8017,8017,3186 Grant St,V5K 3H9,"$1,775,000",4 beds,4 baths,"1,830 ",https://www.redfin.com/bc/vancouver/3186-Grant-St-V5K-3H9/home/155654699
8018,8018,2722 Venables St,V5K 2R6,"$2,128,000",6 beds,4 baths,"1,968 ",https://www.redfin.com/bc/vancouver/2722-Venables-St-V5K-2R6/home/155624422
8019,8019,3073 E 3rd Ave,V5M 1H9,"$3,488,000",9 beds,8.5 baths,"3,791 ",https://www.redfin.com/bc/vancouver/3073-E-3rd-Ave-V5M-1H9/home/155394413
8020,8020,2677 E Broadway #211,V5M 1Y6,"$799,900",2 beds,2 baths,"1,089 ",https://www.redfin.com/bc/vancouver/2677-E-Broadway-V5M-1Y6/unit-211/home/155385399
8021,8021,2668 E 8th Ave,V5M 1W5,"$1,549,988",5 beds,3.5 baths,"1,684 ",https://www.redfin.com/bc/vancouver/2668-E-8th-Ave-V5M-1W5/home/155313003
8022,8022,837 Windermere St,V5K 4J5,"$1,499,888",2 beds,1 bath,996 ,https://www.redfin.com/bc/vancouver/837-Windermere-St-V5K-4J5/home/155788231
8023,8023,2578 E 4th Ave,V5M 1K3,"$1,870,000",4 beds,3 baths,"1,789 ",https://www.redfin.com/bc/vancouver/2578-E-4th-Ave-V5M-1K3/home/155340560
8024,8024,3317 E 3rd Ave,V5M 1J5,"$2,599,000",6 beds,5.5 baths,"3,195 ",https://www.redfin.com/bc/vancouver/3317-E-3rd-Ave-V5M-1J5/home/155345879
8025,8025,373 E 33rd Ave #3,V5V 2Z8,"$1,949,000",3 beds,2.5 baths,"1,479 ",https://www.redfin.com/BC/Vancouver/373-E-33rd-Ave-V5V-2Z8/unit-3/home/195221713
8026,8026,371 E 33rd Ave #6,V5V 2Z8,"$1,975,000",3 beds,2.5 baths,"1,525 ",https://www.redfin.com/bc/vancouver/371-E-33rd-Ave-V5V-2Z8/unit-6/home/195221712
