,address,zip_code,price,bed,bath,sqr_footage,property_link
5211,1077 W Cordova St #2903,V6C 2C6,"$3,388,000",2 beds,2 baths,"1,535 ",https://www.redfin.com/bc/vancouver/1077-W-Cordova-St-V6C-0B9/unit-2903/home/155769254
5212,1011 W Cordova St #3902,V6C 0B2,"$3,499,500",2 beds,2.5 baths,"1,800 ",https://www.redfin.com/bc/vancouver/1011-W-Cordova-St-V6C-2G8/unit-3902/home/168612578
5213,277 Thurlow St #1601,V6C 0C1,"$7,590,000",2 beds,3 baths,"2,518 ",https://www.redfin.com/bc/vancouver/277-Thurlow-St-V6C-0C1/unit-1601/home/155730418
5214,1228 W Hastings St #402,V6E 4S6,"$2,098,000",2 beds,2.5 baths,"1,621 ",https://www.redfin.com/bc/vancouver/1228-W-Hastings-St-V6E-2M4/unit-402/home/155207510
5215,1281 W Cordova St #3402,V6C 3R5,"$5,998,000",3 beds,3 baths,"2,723 ",https://www.redfin.com/bc/vancouver/1281-W-Cordova-St-V6C-3R3/unit-3402/home/155795170
5216,1128 W Hastings St #2702,V6E 4R5,"$565,000",1 bed,1 bath,361 ,https://www.redfin.com/bc/vancouver/1128-W-Hastings-St-V6E-4J6/unit-2702/home/189139350
5217,1011 W Cordova St #4203,V6C 0B2,"$3,970,000",2 beds,2.5 baths,"1,824 ",https://www.redfin.com/bc/vancouver/1011-W-Cordova-St-V6C-2G8/unit-4203/home/168612600
5218,323 Jervis St #1503,V6C 3P8,"$2,100,000",2 beds,2 baths,"1,125 ",https://www.redfin.com/bc/vancouver/323-Jervis-St-V6C-3P8/unit-1503/home/155755239
5219,1189 Melville St #2901,V6E 4T8,"$1,499,900",2 beds,2 baths,"1,193 ",https://www.redfin.com/bc/vancouver/1189-Melville-St-V6E-4T8/unit-2901/home/155091491
5220,1188 W Pender St #2702,V6E 0A2,"$1,698,000",3 beds,2 baths,"1,232 ",https://www.redfin.com/bc/vancouver/1188-W-Pender-St-V6E-0A2/unit-2702/home/155128382
5221,1166 Melville St #2702,V6E 4P5,"$1,249,000",2 beds,2 baths,"1,061 ",https://www.redfin.com/bc/vancouver/1166-Melville-St-V6E-4P5/unit-2702/home/155293176
5222,1133 W Cordova St,V6C 0A1,"$4,090,000",2 beds,2.5 baths,"2,193 ",https://www.redfin.com/bc/vancouver/1133-W-Cordova-St-V6C-0A2/home/155739483
5223,1166 Melville St #903,V6E 4P6,"$999,000",2 beds,2 baths,817 ,https://www.redfin.com/bc/vancouver/1166-Melville-St-V6E-4P5/unit-903/home/155142746
5224,1228 W Hastings St #2001,V6E 4S6,"$1,398,000",2 beds,2 baths,"1,085 ",https://www.redfin.com/bc/vancouver/1228-W-Hastings-St-V6E-2M4/unit-2001/home/155424677
5225,323 Jervis St #2302,V6C 3P8,"$5,990,000",3 beds,3.5 baths,"2,848 ",https://www.redfin.com/bc/vancouver/323-Jervis-St-V6C-3P8/unit-2302/home/155772066
5226,1169 W Cordova St #802,V6C 3T1,"$5,588,000",2 beds,2.5 baths,"2,259 ",https://www.redfin.com/bc/vancouver/1169-W-Cordova-St-V6C-3T1/unit-802/home/155733441
5227,1189 Melville St #2604,V6E 4T8,"$988,000",1 bed,1 bath,719 ,https://www.redfin.com/bc/vancouver/1189-Melville-St-V6E-4T8/unit-2604/home/155325365
5228,1166 Melville St #901,V6E 4P6,"$988,000",2 beds,2 baths,800 ,https://www.redfin.com/bc/vancouver/1166-Melville-St-V6E-4P5/unit-901/home/155292940
5229,1281 W Cordova St #2604,V6C 3R5,"$2,679,000",2 beds,2 baths,"1,390 ",https://www.redfin.com/bc/vancouver/1281-W-Cordova-St-V6C-3R3/unit-2604/home/155760321
5230,1139 W Cordova St #2202,V6C 0A2,"$6,288,000",2 beds,2.5 baths,"2,412 ",https://www.redfin.com/bc/vancouver/1139-W-Cordova-St-V6C-0A2/unit-2202/home/155794752
5231,1139 W Cordova St #503,V6C 0A2,"$4,498,000",2 beds,2.5 baths,"2,490 ",https://www.redfin.com/bc/vancouver/1139-W-Cordova-St-V6C-0A2/unit-503/home/155767315
5232,1281 W Cordova St #1304,V6C 3R5,"$2,598,000",2 beds,2 baths,"1,378 ",https://www.redfin.com/bc/vancouver/1281-W-Cordova-St-V6C-3R3/unit-1304/home/155760371
5233,1011 W Cordova St #2808,V6C 0B2,"$5,280,000",2 beds,2.5 baths,"2,320 ",https://www.redfin.com/bc/vancouver/1011-W-Cordova-St-V6C-2G8/unit-2808/home/168612503
5234,1077 W Cordova St #3102,V6C 2C6,"$4,788,000",2 beds,2.5 baths,"2,005 ",https://www.redfin.com/bc/vancouver/1077-W-Cordova-St-V6C-0B9/unit-3102/home/155749580
5235,1166 Melville St #211,V6E 4P5,"$1,093,800",2 beds,2.5 baths,958 ,https://www.redfin.com/bc/vancouver/1166-Melville-St-V6E-4P5/unit-211/home/155086509
5236,1188 W Pender St #2802,V6E 0A2,"$1,798,800",3 beds,2 baths,"1,225 ",https://www.redfin.com/bc/vancouver/1188-W-Pender-St-V6E-0A2/unit-2802/home/155128755
5237,1011 W Cordova St Ph 01,V6C 0B2,"$21,000,000",3 beds,3.5 baths,"6,480 ",https://www.redfin.com/bc/vancouver/1011-W-Cordova-St-V6C-2G8/unit-01/home/168612627
5238,1111 W Pender St #3406,V6E 2P4,"$2,018,000",2 beds,2 baths,"1,161 ",https://www.redfin.com/bc/vancouver/1111-W-Pender-St-V6E-2P4/unit-3406/home/155465701
5239,1011 W Cordova St #3503,V6C 0B2,"$3,800,000",2 beds,2.5 baths,"1,831 ",https://www.redfin.com/bc/vancouver/1011-W-Cordova-St-V6C-2G8/unit-3503/home/168612552
5240,1139 W Cordova St #104,V9C 0A2,"$6,380,000",4 beds,4.5 baths,"3,788 ",https://www.redfin.com/bc/vancouver/1139-W-Cordova-St-V6C-0A2/unit-104/home/155733585
5241,1233 W Cordova St #201,V6C 3R1,"$1,628,000",2 beds,1 bath,865 ,https://www.redfin.com/bc/vancouver/1233-W-Cordova-St-V6C-3R4/unit-201/home/155796423
5242,1011 W Cordova St #4103,V6C 0B2,"$3,950,000",2 beds,2.5 baths,"1,831 ",https://www.redfin.com/bc/vancouver/1011-W-Cordova-St-V6C-2G8/unit-4103/home/168612593
5243,718 Main St #704,V6A 0B1,"$679,900",1 bed,1 bath,661 ,https://www.redfin.com/bc/vancouver/718-Main-St-V6A-2V7/unit-704/home/154865977
5244,63 Keefer Pl #1905,V6B 6N6,"$579,000",1 bed,1 bath,649 ,https://www.redfin.com/bc/vancouver/63-Keefer-Pl-V6B-6N6/unit-1905/home/155402755
5245,880 Gore Ave,V6A 3A1,"$1,248,000",3 beds,2 baths,"1,123 ",https://www.redfin.com/bc/vancouver/880-Gore-Ave-V6A-3A1/home/154871097
5246,219 E Georgia St #303,V6A 1Z6,"$519,000",1 bed,1 bath,495 ,https://www.redfin.com/bc/vancouver/219-E-Georgia-St-V6A-1Z6/unit-303/home/154994689
5247,231 E Pender St #404,V6A 0G3,"$459,000",0 beds,1 bath,505 ,https://www.redfin.com/bc/vancouver/231-E-Pender-St-V6A-0G3/unit-404/home/168610582
5248,66 W Cordova St #608,V6B 0L2,"$539,000",1 bed,1 bath,546 ,https://www.redfin.com/bc/vancouver/66-W-Cordova-St-V6B-0L2/unit-608/home/155334546
5249,33 W Pender St #305,V6B 1R3,"$649,000",1 bed,1 bath,747 ,https://www.redfin.com/bc/vancouver/33-W-Pender-St-V6B-0E5/unit-305/home/155615368
5250,58 Keefer Pl #1503,V6B 0B8,"$699,900",1 bed,1 bath,619 ,https://www.redfin.com/bc/vancouver/58-Keefer-Pl-V6B-0B8/unit-1503/home/155391634
5251,233 Abbott St #706,V6B 2K7,"$465,000",0 beds,1 bath,532 ,https://www.redfin.com/bc/vancouver/233-Abbott-St-V6B-2K7/unit-706/home/155546254
5252,66 W Cordova St #203,V6B 0L2,"$540,000",1 bed,1 bath,548 ,https://www.redfin.com/bc/vancouver/66-W-Cordova-St-V6B-0L2/unit-203/home/155640731
5253,221 Union St #207,V6A 0B4,"$512,000",1 bed,1 bath,572 ,https://www.redfin.com/bc/vancouver/221-Union-St-V6A-0B4/unit-207/home/155004959
5254,189 Keefer St #208,V6A 0C8,"$899,000",3 beds,2 baths,957 ,https://www.redfin.com/bc/vancouver/189-Keefer-St-V6A-0C8/unit-208/home/168610755
5255,28 Powell St #203,V6A 1E7,"$729,000",1 bed,1 bath,891 ,https://www.redfin.com/bc/vancouver/28-Powell-St-V6A-1E7/unit-203/home/155006503
5256,55 E Cordova St #212,V6A 0A5,"$759,900",1 bed,2 baths,990 ,https://www.redfin.com/bc/vancouver/55-E-Cordova-St-V6A-0A5/unit-212/home/154911048
5257,22 E Cordova St #509,V6A 4G8,"$569,000",1 bed,1 bath,625 ,https://www.redfin.com/bc/vancouver/22-E-Cordova-St-V6A-4G8/unit-509/home/154919603
5258,406 Union St,V6A 2B6,"$2,599,000",14 beds,7 baths,"4,575 ",https://www.redfin.com/bc/vancouver/406-Union-St-V6A-2B6/home/154953772
5259,231 E Pender St #807,V6A 0G3,"$675,000",1 bed,1 bath,610 ,https://www.redfin.com/bc/vancouver/231-E-Pender-St-V6A-0G3/unit-807/home/168610615
5260,221 Union St #315,V6A 0B4,"$849,000",2 beds,2 baths,939 ,https://www.redfin.com/bc/vancouver/221-Union-St-V6A-0B4/unit-315/home/154864051
5261,63 Keefer Pl #2501,V6B 6N6,"$599,000",1 bed,1 bath,572 ,https://www.redfin.com/bc/vancouver/63-Keefer-Pl-V6B-6N6/unit-2501/home/155494999
5262,168 Powell St #902,V6A 0B2,"$419,000",1 bed,1 bath,563 ,https://www.redfin.com/bc/vancouver/168-Powell-St-V6A-0B2/unit-902/home/155004107
5263,36 Water St #207,V6B 0B7,"$629,000",1 bed,1 bath,662 ,https://www.redfin.com/bc/vancouver/36-Water-St-V6B-0B7/unit-207/home/155698946
5264,188 Keefer St #718,V6A 0E3,"$779,900",2 beds,2 baths,854 ,https://www.redfin.com/bc/vancouver/188-Keefer-St-V6A-1X4/unit-718/home/168610648
5265,231 E Pender St #401,V6A 0G3,"$673,000",2 beds,1 bath,748 ,https://www.redfin.com/bc/vancouver/231-E-Pender-St-V6A-0G3/unit-401/home/168610579
5266,239 Keefer St #505,V6A 1X6,"$808,800",2 beds,2 baths,880 ,https://www.redfin.com/bc/vancouver/239-Keefer-St-V6A-1X6/unit-505/home/169452839
5267,239 Keefer St #704,V6A 1X6,"$479,800",1 bed,1 bath,437 ,https://www.redfin.com/bc/vancouver/239-Keefer-St-V6A-1X6/unit-704/home/178160753
5268,239 Keefer St #506,V6A 1X6,"$489,800",1 bed,1 bath,479 ,https://www.redfin.com/bc/vancouver/239-Keefer-St-V6A-1X6/unit-506/home/178152672
5269,239 Keefer St #902,V6A 1X6,"$1,388,800",3 beds,2.5 baths,"1,137 ",https://www.redfin.com/bc/vancouver/239-Keefer-St-V6A-1X6/unit-902/home/192591923
5270,239 Keefer St #707,V6A 1X6,"$608,800",1 bed,1 bath,604 ,https://www.redfin.com/bc/vancouver/239-Keefer-St-V6A-1X6/unit-707/home/175583738
5271,36 Water St #211,V6B 0B7,"$737,400",1 bed,1 bath,741 ,https://www.redfin.com/bc/vancouver/36-Water-St-V6B-0B7/unit-211/home/155358169
5272,150 Alexander St #203,V6A 1B5,"$799,999",2 beds,1 bath,"1,069 ",https://www.redfin.com/bc/vancouver/150-Alexander-St-V6A-1B5/unit-203/home/155027175
5273,55 E Cordova St #205,V6A 0A5,"$729,800",1 bed,1 bath,973 ,https://www.redfin.com/bc/vancouver/55-E-Cordova-St-V6A-0A5/unit-205/home/154911404
5274,55 E Cordova St #310,V6A 0A5,"$669,000",1 bed,1 bath,699 ,https://www.redfin.com/bc/vancouver/55-E-Cordova-St-V6A-0A5/unit-310/home/155006420
5275,22 E Cordova St #714,V6A 4G8,"$609,000",1 bed,1 bath,604 ,https://www.redfin.com/bc/vancouver/22-E-Cordova-St-V6A-4G8/unit-714/home/154861735
5276,188 Keefer St Ph 7,V6A 0E3,"$1,188,000",2 beds,2.5 baths,"1,084 ",https://www.redfin.com/bc/vancouver/188-Keefer-St-V6A-1X4/unit-7/home/168610744
5277,66 W Cordova St #709,V6B 0L2,"$549,000",1 bed,1 bath,540 ,https://www.redfin.com/bc/vancouver/66-W-Cordova-St-V6B-0L2/unit-709/home/155334157
5278,550 Taylor St Unit TH21,V6B 1R1,"$868,000",2 beds,1 bath,783 ,https://www.redfin.com/bc/vancouver/550-Taylor-St-V6B-1R1/unit-TH21/home/195001534
5279,550 Taylor St #1905,V6B 1R1,"$612,000",1 bed,1 bath,582 ,https://www.redfin.com/bc/vancouver/550-Taylor-St-V6B-1R1/unit-1905/home/155464028
5280,63 Keefer Pl #1108,V6B 6N6,"$849,800",2 beds,2 baths,901 ,https://www.redfin.com/bc/vancouver/63-Keefer-Pl-V6B-6N6/unit-1108/home/155402727
5281,55 E Cordova St #505,V6A 0A5,"$849,000",0 beds,1 bath,984 ,https://www.redfin.com/bc/vancouver/55-E-Cordova-St-V6A-0A5/unit-505/home/155046156
5282,22 E Cordova St #511,V6A 1K2,"$645,000",1 bed,1 bath,770 ,https://www.redfin.com/bc/vancouver/22-E-Cordova-St-V6A-4G8/unit-511/home/154886534
5283,221 Union St #203,V6A 0B4,"$564,900",1 bed,1 bath,625 ,https://www.redfin.com/bc/vancouver/221-Union-St-V6A-0B4/unit-203/home/155005733
5284,221 Union St Ph 909,V6A 0B4,"$1,398,000",2 beds,2 baths,"1,247 ",https://www.redfin.com/bc/vancouver/221-Union-St-V6A-0B4/unit-909/home/154987102
5285,36 Water St #506,V6B 0B7,"$1,388,000",2 beds,1.5 baths,"1,198 ",https://www.redfin.com/bc/vancouver/36-Water-St-V6B-0B7/unit-506/home/155698777
5286,221 Union St #318,V6A 0B4,"$587,000",1 bed,1 bath,649 ,https://www.redfin.com/bc/vancouver/221-Union-St-V6A-0B4/unit-318/home/154863880
5287,58 Keefer Pl #2903,V6B 0B8,"$2,398,000",2 beds,2.5 baths,"1,750 ",https://www.redfin.com/bc/vancouver/58-Keefer-Pl-V6B-0B8/unit-2903/home/155531210
5288,221 Union St #714,V6A 0B4,"$935,000",2 beds,2 baths,925 ,https://www.redfin.com/bc/vancouver/221-Union-St-V6A-0B4/unit-714/home/155006068
5289,550 Taylor St #807,V6B 1R1,"$799,000",2 beds,2 baths,884 ,https://www.redfin.com/bc/vancouver/550-Taylor-St-V6B-1R1/unit-807/home/155707297
5290,188 Keefer St #1507,V6A 0E3,"$869,000",2 beds,2 baths,911 ,https://www.redfin.com/bc/vancouver/188-Keefer-St-V6A-1X4/unit-1507/home/168610704
5291,221 Union St Ph 901,V6A 0B4,"$1,322,000",1 bed,1.5 baths,"1,192 ",https://www.redfin.com/bc/vancouver/221-Union-St-V6A-0B4/unit-901/home/155005174
5292,"150 Main St, ",V8K 1P2,"$769,000",3 beds,2 baths,"1,245 ",https://www.redfin.com/bc/vancouver/150-Main-St-V6A/home/194901946
5293,66 W Cordova St #511,V6B 0L2,"$690,000",2 beds,2 baths,761 ,https://www.redfin.com/bc/vancouver/66-W-Cordova-St-V6B-0L2/unit-511/home/155334911
5294,58 Keefer Pl #2303,V6B 0B8,"$1,038,000",2 beds,2 baths,857 ,https://www.redfin.com/bc/vancouver/58-Keefer-Pl-V6B-0B8/unit-2303/home/155349110
5295,58 Keefer Pl #707,V6B 0B8,"$699,800",1 bed,1 bath,643 ,https://www.redfin.com/bc/vancouver/58-Keefer-Pl-V6B-0B8/unit-707/home/155349054
5296,63 Keefer Pl #1803,V6B 6N6,"$489,900",0 beds,1 bath,433 ,https://www.redfin.com/bc/vancouver/63-Keefer-Pl-V6B-6N6/unit-1803/home/155352128
5297,138 E Hastings St #514,V6A 0E6,"$350,000",1 bed,1 bath,448 ,https://www.redfin.com/bc/vancouver/138-E-Hastings-St-V6A-1N6/unit-514/home/168610209
5298,168 Powell St #308,V6A 0B2,"$475,900",1 bed,1 bath,632 ,https://www.redfin.com/bc/vancouver/168-Powell-St-V6A-0B2/unit-308/home/155003932
5299,221 Union St #620,V6A 0B4,"$730,000",2 beds,1 bath,812 ,https://www.redfin.com/bc/vancouver/221-Union-St-V6A-0B4/unit-620/home/154977210
5300,550 Taylor St #1903,V6B 1R1,"$539,000",0 beds,1 bath,546 ,https://www.redfin.com/bc/vancouver/550-Taylor-St-V6B-1R1/unit-1903/home/155463213
5301,138 E Hastings St #214,V6A 1N4,"$349,000",1 bed,1 bath,447 ,https://www.redfin.com/bc/vancouver/138-E-Hastings-St-V6A-1N6/unit-214/home/168610169
5302,221 Union St #306,V6A 0B4,"$565,000",0 beds,1 bath,625 ,https://www.redfin.com/bc/vancouver/221-Union-St-V6A-0B4/unit-306/home/154863769
5303,550 Taylor St #1604,V6B 1R1,"$869,900",2 beds,2 baths,814 ,https://www.redfin.com/bc/vancouver/550-Taylor-St-V6B-1R1/unit-1604/home/155462322
5304,66 W Cordova St #1011,V6B 0L2,"$728,800",2 beds,2 baths,750 ,https://www.redfin.com/bc/vancouver/66-W-Cordova-St-V6B-0L2/unit-1011/home/155640862
5305,550 Taylor St #1005,V6B 1R1,"$559,900",1 bed,1 bath,580 ,https://www.redfin.com/bc/vancouver/550-Taylor-St-V6B-1R1/unit-1005/home/155463390
5306,36 Water St #305,V6B 0B7,"$1,140,000",1 bed,1.5 baths,983 ,https://www.redfin.com/bc/vancouver/36-Water-St-V6B-0B7/unit-305/home/155698740
5307,550 Taylor St #1810,V6B 1R1,"$599,000",1 bed,1 bath,562 ,https://www.redfin.com/bc/vancouver/550-Taylor-St-V6B-1R1/unit-1810/home/155706785
5308,370 Carrall St #304,V6B 2J3,"$489,900",1 bed,1 bath,412 ,https://www.redfin.com/bc/vancouver/370-Carrall-St-V6B-2J3/unit-304/home/155588512
5309,557 E Cordova St #304,V6A 1L8,"$865,000",2 beds,2.5 baths,"1,068 ",https://www.redfin.com/bc/vancouver/557-E-Cordova-St-V6A-1L8/unit-304/home/160934796
5310,63 Keefer Pl #1610,V6B 6N6,"$524,800",1 bed,1 bath,575 ,https://www.redfin.com/bc/vancouver/63-Keefer-Pl-V6B-6N6/unit-1610/home/155402537
5311,221 Union St #801,V6A 0B4,"$3,100,000",2 beds,2.5 baths,"2,359 ",https://www.redfin.com/bc/vancouver/221-Union-St-V6A-0B4/unit-801/home/154863914
5312,168 Powell St #509,V6A 0B2,"$479,900",1 bed,1 bath,632 ,https://www.redfin.com/bc/vancouver/168-Powell-St-V6A-0B2/unit-509/home/154863431
5313,168 Powell St #501,V6A 0B2,"$675,000",2 beds,1 bath,990 ,https://www.redfin.com/bc/vancouver/168-Powell-St-V6A-0B2/unit-501/home/155003870
5314,28 Powell St #304,V6A 1E7,"$549,000",1 bed,1 bath,646 ,https://www.redfin.com/bc/vancouver/28-Powell-St-V6A-1E7/unit-304/home/155046525
5315,663 Gore Ave #306,V6A 2Z8,"$490,000",1 bed,1 bath,655 ,https://www.redfin.com/bc/vancouver/663-Gore-Ave-V6A-2Z8/unit-306/home/154862718
5316,41 Alexander St #301,V6A 1B2,"$799,900",1 bed,1 bath,942 ,https://www.redfin.com/bc/vancouver/41-Alexander-St-V6A-1B2/unit-301/home/155003803
5317,55 E Cordova St #314,V6A 0A5,"$975,000",1 bed,1 bath,"1,170 ",https://www.redfin.com/bc/vancouver/55-E-Cordova-St-V6A-0A5/unit-314/home/154977450
5318,150 E Cordova St #802,V6A 0E7,"$650,000",2 beds,2 baths,746 ,https://www.redfin.com/bc/vancouver/150-E-Cordova-St-V6A-1K9/unit-802/home/168610081
5319,189 Keefer St #812,V6A 0C8,"$838,000",2 beds,2 baths,892 ,https://www.redfin.com/bc/vancouver/189-Keefer-St-V6A-0C8/unit-812/home/168610803
5320,33 W Pender St #503,V6B 1R3,"$619,000",1 bed,1 bath,759 ,https://www.redfin.com/bc/vancouver/33-W-Pender-St-V6B-0E5/unit-503/home/155615090
5321,58 Keefer St #807,V5P 3X1,"$710,000",1 bed,1 bath,631 ,https://www.redfin.com/bc/vancouver/58-Keefer-St-V6A-1X4/unit-807/home/194479844
5322,36 Water St #701,V6B 0B7,"$2,650,000",2 beds,2 baths,"1,620 ",https://www.redfin.com/bc/vancouver/36-Water-St-V6B-0B7/unit-701/home/155358211
5323,370 Carrall St #202,V6B 2J3,"$499,000",1 bed,1 bath,450 ,https://www.redfin.com/bc/vancouver/370-Carrall-St-V6B-2J3/unit-202/home/155331324
5324,370 Carrall St #401,V6B 2J3,"$440,000",0 beds,1 bath,397 ,https://www.redfin.com/bc/vancouver/370-Carrall-St-V6B-2J3/unit-401/home/155331299
5325,22 E Cordova St #212,V6A 4G8,"$498,000",0 beds,1 bath,482 ,https://www.redfin.com/bc/vancouver/22-E-Cordova-St-V6A-4G8/unit-212/home/154998693
5326,189 Keefer St #808,V6A 0C8,"$799,000",2 beds,2 baths,830 ,https://www.redfin.com/bc/vancouver/189-Keefer-St-V6A-0C8/unit-808/home/167848136
5327,189 Keefer St #1006,V6A 0C8,"$649,900",1 bed,1 bath,544 ,https://www.redfin.com/bc/vancouver/189-Keefer-St-V6A-0C8/unit-1006/home/168610825
5328,120 Powell St #31,V6A 1G1,"$2,199,900",3 beds,2 baths,"2,791 ",https://www.redfin.com/bc/vancouver/120-Powell-St-V6A-1G1/unit-31/home/154975386
5329,548 E Georgia St #1,V6A 1Z9,"$799,000",2 beds,1.5 baths,815 ,https://www.redfin.com/bc/vancouver/548-E-Georgia-St-V6A-1Z9/unit-1/home/193413665
5330,12 Water St #508,V6B 1A4,"$1,145,000",2 beds,2 baths,965 ,https://www.redfin.com/bc/vancouver/12-Water-St-V6B-1A5/unit-508/home/165316279
5331,168 Powell St #816,V6A 0B2,"$420,000",1 bed,1 bath,565 ,https://www.redfin.com/bc/vancouver/168-Powell-St-V6A-0B2/unit-816/home/155003662
5332,22 E Cordova St #507,V6A 4G8,"$849,000",1 bed,1 bath,"1,022 ",https://www.redfin.com/bc/vancouver/22-E-Cordova-St-V6A-4G8/unit-507/home/154919646
5333,55 Alexander St #604,V6A 1B2,"$558,000",1 bed,1 bath,538 ,https://www.redfin.com/bc/vancouver/55-Alexander-St-V6A-1B2/unit-604/home/155049032
5334,189 Keefer St #908,V6A 0C8,"$849,900",2 beds,2 baths,827 ,https://www.redfin.com/bc/vancouver/189-Keefer-St-V6A-0C8/unit-908/home/168610815
5335,27 Alexander St #403,V6A 1B2,"$614,900",1 bed,1 bath,711 ,https://www.redfin.com/bc/vancouver/27-Alexander-St-V6A-1B2/unit-403/home/154881962
5336,138 E Hastings St #606,V6A 1N4,"$378,000",1 bed,1 bath,436 ,https://www.redfin.com/bc/vancouver/138-E-Hastings-St-V6A-1N6/unit-606/home/168610219
5337,550 Taylor St #2804,V6B 1R1,"$1,248,800",2 beds,2 baths,"1,014 ",https://www.redfin.com/bc/vancouver/550-Taylor-St-V6B-1R1/unit-2804/home/155612211
5338,150 E Cordova St #705,V6A 0E7,"$420,000",0 beds,1 bath,498 ,https://www.redfin.com/bc/vancouver/150-E-Cordova-St-V6A-1K9/unit-705/home/168610074
5339,53 W Hastings St #605,V6B 1G4,"$799,000",1 bed,1 bath,"1,047 ",https://www.redfin.com/bc/vancouver/53-W-Hastings-St-V6B-1G4/unit-605/home/168610139
5340,58 Keefer Pl #2208,V6B 0B8,"$899,000",2 beds,2 baths,820 ,https://www.redfin.com/bc/vancouver/58-Keefer-Pl-V6B-0B8/unit-2208/home/155645437
5341,650 Union St,V6A 2B9,"$1,600,000",2 beds,1 bath,"1,278 ",https://www.redfin.com/bc/vancouver/650-Union-St-V6A-2B9/home/155069158
5342,239 Keefer St #606,V6A 1X6,"$588,905",1 bed,1 bath,479 ,https://www.redfin.com/bc/vancouver/239-Keefer-St-V6A-1X6/unit-606/home/193509085
5343,239 Keefer St #602,V6A 1X6,"$579,405",1 bed,1 bath,466 ,https://www.redfin.com/bc/vancouver/239-Keefer-St-V6A-1X6/unit-602/home/193509049
5344,36 Water St #504,V6B 0B7,"$889,900",1 bed,1 bath,864 ,https://www.redfin.com/bc/vancouver/36-Water-St-V6B-0B7/unit-504/home/155507536
5345,49 E Cordova St,V6A 1K3,"$990,000",1 bed,1.5 baths,"1,049 ",https://www.redfin.com/bc/vancouver/49-E-Cordova-St-V6A-1K3/home/155054552
5346,239 Keefer St #903,V6A 1X6,"$1,588,800",3 beds,2.5 baths,"1,175 ",https://www.redfin.com/bc/vancouver/239-Keefer-St-V6A-1X6/unit-903/home/184868273
5347,239 Keefer St #901,V6A 1X6,"$1,588,800",3 beds,2.5 baths,"1,211 ",https://www.redfin.com/bc/vancouver/239-Keefer-St-V6A-1X6/unit-901/home/184878314
5348,188 Keefer St #1203,V6A 0E3,"$590,000",1 bed,1 bath,511 ,https://www.redfin.com/bc/vancouver/188-Keefer-St-V6A-1X4/unit-1203/home/168610693
5349,63 Keefer Pl #2207,V6B 6N6,"$559,000",1 bed,1 bath,589 ,https://www.redfin.com/bc/vancouver/63-Keefer-Pl-V6B-6N6/unit-2207/home/155403005
5350,138 E Hastings St #605,V6A 1N4,"$385,000",1 bed,1 bath,443 ,https://www.redfin.com/bc/vancouver/138-E-Hastings-St-V6A-1N6/unit-605/home/168610218
5351,168 Powell St #302,V6A 0B2,"$468,000",1 bed,1 bath,557 ,https://www.redfin.com/bc/vancouver/168-Powell-St-V6A-0B2/unit-302/home/154863397
5352,550 Taylor St #2207,V6B 1R1,"$829,000",2 beds,2 baths,865 ,https://www.redfin.com/bc/vancouver/550-Taylor-St-V6B-1R1/unit-2207/home/155705654
5353,63 Keefer Pl #1510,V6B 6N6,"$529,900",1 bed,1 bath,579 ,https://www.redfin.com/bc/vancouver/63-Keefer-Pl-V6B-6N6/unit-1510/home/155403077
5354,188 Keefer St #816,V6A 0E3,"$599,000",1 bed,1 bath,608 ,https://www.redfin.com/bc/vancouver/188-Keefer-St-V6A-1X4/unit-816/home/168610659
5355,511 E Georgia St,V6A 1Z8,"$1,299,000",— beds,— baths,— ,https://www.redfin.com/bc/vancouver/511-E-Georgia-St-V6A-1Z8/home/154936340
5356,406 East HASTINGS St,V6A 1P7,"$6,380,000",— beds,— baths,"13,423 ",https://www.redfin.com/bc/vancouver/406-E-Hastings-St-V6A-1P7/home/183924831
5357,718 Main St #704,V6A 0B1,"$679,900",1 bed,1 bath,661 ,https://www.redfin.com/bc/vancouver/718-Main-St-V6A-2V7/unit-704/home/154865977
5358,63 Keefer Pl #1905,V6B 6N6,"$579,000",1 bed,1 bath,649 ,https://www.redfin.com/bc/vancouver/63-Keefer-Pl-V6B-6N6/unit-1905/home/155402755
5359,880 Gore Ave,V6A 3A1,"$1,248,000",3 beds,2 baths,"1,123 ",https://www.redfin.com/bc/vancouver/880-Gore-Ave-V6A-3A1/home/154871097
5360,219 E Georgia St #303,V6A 1Z6,"$519,000",1 bed,1 bath,495 ,https://www.redfin.com/bc/vancouver/219-E-Georgia-St-V6A-1Z6/unit-303/home/154994689
5361,231 E Pender St #404,V6A 0G3,"$459,000",0 beds,1 bath,505 ,https://www.redfin.com/bc/vancouver/231-E-Pender-St-V6A-0G3/unit-404/home/168610582
5362,66 W Cordova St #608,V6B 0L2,"$539,000",1 bed,1 bath,546 ,https://www.redfin.com/bc/vancouver/66-W-Cordova-St-V6B-0L2/unit-608/home/155334546
5363,33 W Pender St #305,V6B 1R3,"$649,000",1 bed,1 bath,747 ,https://www.redfin.com/bc/vancouver/33-W-Pender-St-V6B-0E5/unit-305/home/155615368
5364,58 Keefer Pl #1503,V6B 0B8,"$699,900",1 bed,1 bath,619 ,https://www.redfin.com/bc/vancouver/58-Keefer-Pl-V6B-0B8/unit-1503/home/155391634
