,address,bedroom,bathroom,square_footage,price,postalCode,latitude,longitude,property_link,discrepancies
1257,1550 Coal Harbour Quay Unit L302,4.0,2.5,1954.0,3399000.0,V6G 3G1,49.2914086,49.2914086,https://www.redfin.com/bc/vancouver/1550-Coal-Harbour-Quay-V6G-3G1/unit-L302/home/155567312,
1258,1550 Coal Harbour Quay Unit L302,4.0,2.5,1954.0,3399000.0,V6G 3G1,49.2914086,-123.128153,https://www.redfin.com/bc/vancouver/1550-Coal-Harbour-Quay-V6G-3G1/unit-L302/home/155567312,
1259,1550 E 1st Ave,4.0,2.0,1200.0,1380000.0,V5N 1A5,49.2694804,49.2694804,https://www.redfin.com/bc/vancouver/1550-E-1st-Ave-V5N-1A5/home/155494617,
1260,1550 E 1st Ave,4.0,2.0,1200.0,1380000.0,V5N 1A5,49.2694804,-123.0723186,https://www.redfin.com/bc/vancouver/1550-E-1st-Ave-V5N-1A5/home/155494617,
1261,1550 W 15 Ave #1100,4.0,4.0,2991.0,3900000.0,V6J 2K6,49.2577995,49.2577995,https://www.redfin.com/bc/vancouver/1550-W-15th-Ave-V6J-2K6/unit-1100/home/155513857,
1262,1550 W 15th Ave #501,2.0,2.0,1539.0,1998000.0,V6J 2K6,49.2577995,49.2577995,https://www.redfin.com/bc/vancouver/1550-W-15th-Ave-V6J-2K6/unit-501/home/155548813,
1263,1550 W 15th Ave #501,2.0,2.0,1539.0,1998000.0,V6J 2K6,49.2577995,-123.1399345,https://www.redfin.com/bc/vancouver/1550-W-15th-Ave-V6J-2K6/unit-501/home/155548813,
1264,1550 W 15th Ave #901,3.0,3.0,2202.0,2800000.0,V6G 5J3,49.2577995,49.2577995,https://www.redfin.com/bc/vancouver/1550-W-15th-Ave-V6J-2K6/unit-901/home/155414106,
1265,1550 W 15th Ave #901,3.0,3.0,2202.0,2800000.0,V6G 5J3,49.2577995,-123.1399345,https://www.redfin.com/bc/vancouver/1550-W-15th-Ave-V6J-2K6/unit-901/home/155414106,
1266,1553 W 57th Ave,2.0,2.5,1084.0,1398000.0,V6P 0H5,49.2195916,49.2195916,https://www.redfin.com/bc/vancouver/1553-W-57th-Ave-V6P-1T2/home/167698559,
1267,156 W 62nd Ave,5.0,3.0,2656.0,2288000.0,V5X 2E1,49.2140372,49.2140372,https://www.redfin.com/bc/vancouver/156-W-62nd-Ave-V5X-2E1/home/155808797,
1268,1560 Homer Mews #303,2.0,2.0,1695.0,2998000.0,V6Z 0A5,49.2710619,49.2710619,https://www.redfin.com/bc/vancouver/1560-Homer-Mews-V6Z-0A5/unit-303/home/155850294,
1269,1560 Homer Mews #306,2.0,2.5,2244.0,4200000.0,V6Z 0A5,49.2710619,49.2710619,https://www.redfin.com/bc/vancouver/1560-Homer-Mews-V6Z-0A5/unit-306/home/155850389,
1270,1560 Homer Mews #702,3.0,2.5,2067.0,4900000.0,V6Z 0A5,49.2710619,49.2710619,https://www.redfin.com/bc/vancouver/1560-Homer-Mews-V6Z-0A5/unit-702/home/155655264,
1271,1560 Homer Mews #702,3.0,2.5,2067.0,4900000.0,V6Z 0A5,49.2710619,-123.1267197,https://www.redfin.com/bc/vancouver/1560-Homer-Mews-V6Z-0A5/unit-702/home/155655264,
1272,1561 W 57th Ave #201,1.0,1.0,582.0,789000.0,V6P 0H5,49.2196094,49.2196094,https://www.redfin.com/bc/vancouver/1561-W-57th-Ave-V6P-0H5/unit-201/home/160468595,
1273,1561 W 57th Ave #708,2.0,2.0,1182.0,1798000.0,V6P 0H5,49.2196094,49.2196094,https://www.redfin.com/bc/vancouver/1561-W-57th-Ave-V6P-0H5/unit-708/home/168583209,
1274,1561 W 57th Ave #708,2.0,2.0,1182.0,1798000.0,V6P 0H5,49.2196094,-123.142319,https://www.redfin.com/bc/vancouver/1561-W-57th-Ave-V6P-0H5/unit-708/home/168583209,
1275,1561 W 57th Ave #801,2.0,1.0,903.0,1495000.0,V6P 0H5,49.2196094,49.2196094,https://www.redfin.com/bc/vancouver/1561-W-57th-Ave-V6P-0H5/unit-801/home/168583211,
1276,1562 W 40th Ave,5.0,6.0,3958.0,6500000.0,V6M 1V8,49.2351739,49.2351739,https://www.redfin.com/bc/vancouver/1562-W-40th-Ave-V6M-1V8/home/156127315,
1277,1564 W 26th Ave,5.0,3.5,3877.0,4980000.0,V6J 2W9,49.2481464,49.2481464,https://www.redfin.com/bc/vancouver/1564-W-26th-Ave-V6J-2W9/home/155366788,
1278,1565 Burnaby St #201,2.0,1.0,823.0,725000.0,V6G 1X1,49.2844695,49.2844695,https://www.redfin.com/bc/vancouver/1565-Burnaby-St-V6G-1X1/unit-201/home/155460190,
1279,1565 Burnaby St #204,1.0,1.0,703.0,639900.0,V6G 1X1,49.2844695,49.2844695,https://www.redfin.com/bc/vancouver/1565-Burnaby-St-V6G-1X1/unit-204/home/155358228,
1280,1565 W 6th Ave #201,2.0,3.0,1449.0,1999000.0,V6J 1R1,49.2664,49.2664,https://www.redfin.com/bc/vancouver/1565-W-6th-Ave-V6J-1R1/unit-201/home/155250427,
1281,1565 W 6th Ave #205,2.0,2.0,849.0,1050000.0,V6J 1R1,49.2664,49.2664,https://www.redfin.com/bc/vancouver/1565-W-6th-Ave-V6J-1R1/unit-205/home/155250267,
1282,1565 W 6th Ave #205,2.0,2.0,849.0,1050000.0,V6J 1R1,49.2664,-123.1400044,https://www.redfin.com/bc/vancouver/1565-W-6th-Ave-V6J-1R1/unit-205/home/155250267,
1283,1565 W 6th Ave #503,1.0,1.0,579.0,699000.0,V6J 1R1,49.2664,49.2664,https://www.redfin.com/bc/vancouver/1565-W-6th-Ave-V6J-1R1/unit-503/home/155443354,
1284,1568 Alberni St #1203,2.0,1.0,963.0,1899000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-1203/home/187687033,
1285,1568 Alberni St #1302,2.0,2.0,1367.0,3290000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-1302/home/190010372,
1286,1568 Alberni St #1302,2.0,2.0,1367.0,3290000.0,V6G 0E3,49.289896,-123.1312928,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-1302/home/190010372,
1287,1568 Alberni St #1402,2.0,2.0,1261.0,3999999.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-1402/home/188869296,
1288,1568 Alberni St #1504,2.0,2.0,900.0,1990000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-1504/home/193337739,
1289,1568 Alberni St #1504,2.0,2.0,900.0,1990000.0,V6G 0E3,49.289896,-123.1312928,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-1504/home/193337739,
1290,1568 Alberni St #1603,2.0,1.0,902.0,1500000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-1603/home/193340852,
1291,1568 Alberni St #1603,2.0,1.0,902.0,1500000.0,V6G 0E3,49.289896,-123.1312928,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-1603/home/193340852,
1292,1568 Alberni St #1904,2.0,2.0,900.0,1799000.0,V6G 1A5,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-1904/home/182110646,
1293,1568 Alberni St #2002,2.0,2.0,1153.0,3180000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-0E3/unit-2002/home/194615387,
1294,1568 Alberni St #2205,2.0,2.0,1072.0,2830000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-2205/home/190322783,
1295,1568 Alberni St #2604,2.0,1.0,958.0,2180000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-2604/home/190146343,
1296,1568 Alberni St #3104,2.0,2.0,1417.0,4190000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-3104/home/194028335,
1297,1568 Alberni St #3204,2.0,2.0,1417.0,4999000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-3204/home/191953110,
1298,1568 Alberni St #3403,2.0,2.0,1513.0,3888000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-3403/home/189109254,
1299,1568 Alberni St #3403,2.0,2.0,1513.0,3888000.0,V6G 0E3,49.289896,-123.1312928,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-3403/home/189109254,
1300,1568 Alberni St #501,1.0,1.0,1042.0,1499000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-501/home/191525991,
1301,1568 Alberni St #501,1.0,1.0,1042.0,1499000.0,V6G 0E3,49.289896,-123.1312928,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-501/home/191525991,
1302,1568 Alberni St #601,1.0,1.0,874.0,1399000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-601/home/189489201,
1303,1568 Alberni St #705,1.0,1.0,701.0,999000.0,V6G 1A5,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-705/home/190054139,
1304,1568 Alberni St #804,2.0,2.0,1094.0,1990000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-804/home/186331900,
1305,1568 Alberni St #808,1.0,1.0,783.0,1688800.0,V0V 0V0,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-808/home/186091345,
1306,1568 Alberni St Ph 1,3.0,4.5,4346.0,16900000.0,V6G 0E3,49.289896,49.289896,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-1/home/192070857,
1307,1568 Alberni St Ph 1,3.0,4.5,4346.0,16900000.0,V6G 0E3,49.289896,-123.1312928,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-1/home/192070857,
1308,157 W King Edward Ave #101,3.0,2.5,1361.0,2054900.0,V5Y 2H8,49.2491501,49.2491501,https://www.redfin.com/bc/vancouver/157-W-King-Edward-Ave-V5Y-2H8/unit-101/home/193705439,
1309,157 W King Edward Ave #101,3.0,2.5,1361.0,2054900.0,V5Y 2H8,49.2491501,-123.1089789,https://www.redfin.com/bc/vancouver/157-W-King-Edward-Ave-V5Y-2H8/unit-101/home/193705439,
1310,157 W King Edward Ave #104,4.0,2.5,1521.0,2249900.0,V5Y 2H9,49.2491501,49.2491501,https://www.redfin.com/bc/vancouver/157-W-King-Edward-Ave-V5Y-2H8/unit-104/home/193117723,
1311,157 W King Edward Ave #104,4.0,2.5,1521.0,2249900.0,V5Y 2H9,49.2491501,-123.1089789,https://www.redfin.com/bc/vancouver/157-W-King-Edward-Ave-V5Y-2H8/unit-104/home/193117723,
1312,1571 W 57th Ave #310,3.0,2.0,1248.0,1699900.0,V6P 0H7,49.2196369,49.2196369,https://www.redfin.com/bc/vancouver/1571-W-57th-Ave-V6P-6E9/unit-310/home/168583242,
1313,1571 W 57th Ave #609,2.0,2.0,869.0,1288000.0,V6P 0H7,49.2196369,49.2196369,https://www.redfin.com/bc/vancouver/1571-W-57th-Ave-V6P-6E9/unit-609/home/168583262,
1314,1574 Angus Dr,3.0,3.5,3179.0,3298000.0,V6J 4H3,49.2539256,49.2539256,https://www.redfin.com/bc/vancouver/1574-Angus-Dr-V6J-4H3/home/155518563,
1315,1575 E 12th Ave,7.0,3.0,2910.0,3195000.0,V5N 2A2,49.2597824,49.2597824,https://www.redfin.com/bc/vancouver/1575-E-12th-Ave-V5N-2A2/home/171069227,
1316,1576 Angus Dr,3.0,3.0,2840.0,2950000.0,V6J 4H3,49.2539158,49.2539158,https://www.redfin.com/bc/vancouver/1576-Angus-Dr-V6J-4H3/home/155546791,
1317,1577 E 26th Ave,7.0,2.0,1974.0,1448000.0,V5N 2W1,49.2479852,49.2479852,https://www.redfin.com/bc/vancouver/1577-E-26th-Ave-V5N-2W1/home/155679851,
1318,1577 W 57th Ave,2.0,2.5,1352.0,1990000.0,V6P 0H7,49.219605,49.219605,https://www.redfin.com/bc/vancouver/1577-W-57th-Ave-V6P-1T2/home/168583235,
1319,1579 Rupert St,4.0,3.5,1752.0,1725000.0,V5K 4L9,49.2706648,49.2706648,https://www.redfin.com/bc/vancouver/1579-Rupert-St-V5K/home/187200781,price
1320,1579 Rupert St,4.0,3.5,1752.0,1725000.0,V5K 4L9,49.2706648,-123.0341112,https://www.redfin.com/bc/vancouver/1579-Rupert-St-V5K/home/187200781,price
1321,158 E 26th Ave,4.0,2.0,1612.0,2175000.0,V5V 2G9,49.247847,49.247847,https://www.redfin.com/bc/vancouver/158-E-26th-Ave-V5V-2G9/home/155558322,
1322,158 E 26th Ave,4.0,2.0,1612.0,2175000.0,V5V 2G9,49.247847,-123.1022461,https://www.redfin.com/bc/vancouver/158-E-26th-Ave-V5V-2G9/home/155558322,
1323,158 W Woodstock Ave,3.0,2.5,1562.0,1798800.0,V5Y 0N1,49.2338315,49.2338315,https://www.redfin.com/bc/vancouver/158-W-Woodstock-Ave-V5Y-2S2/home/194718953,
1324,1581 W 57th Ave,2.0,2.5,1333.0,1750000.0,V6P 0H7,49.2195949,49.2195949,https://www.redfin.com/bc/vancouver/1581-W-57th-Ave-V6P-1T2/home/168583232,
1325,1586 W 11th Ave #301,2.0,2.0,966.0,1099000.0,V6J 2B6,49.2615143,49.2615143,https://www.redfin.com/bc/vancouver/1586-W-11th-Ave-V6J-2B6/unit-301/home/155270015,
1326,1586 W 11th Ave #301,2.0,2.0,966.0,1099000.0,V6J 2B6,49.2615143,-123.1406809,https://www.redfin.com/bc/vancouver/1586-W-11th-Ave-V6J-2B6/unit-301/home/155270015,
1327,1588 E Hastings St #220,1.0,1.0,689.0,667000.0,V5L 0B8,49.2810473,49.2810473,https://www.redfin.com/bc/vancouver/1588-E-Hastings-St-V5L-1S5/unit-220/home/168593927,
1328,1588 E Hastings St #220,1.0,1.0,689.0,667000.0,V5L 0B8,49.2810473,-123.0733347,https://www.redfin.com/bc/vancouver/1588-E-Hastings-St-V5L-1S5/unit-220/home/168593927,
1329,1588 E Hastings St #327,1.0,1.0,620.0,615000.0,V5L 0B8,49.2810473,49.2810473,https://www.redfin.com/bc/vancouver/1588-E-Hastings-St-V5L-1S5/unit-327/home/168593955,
1330,1588 E Hastings St #409,1.0,1.0,435.0,499000.0,V5L 0B8,49.2810473,49.2810473,https://www.redfin.com/bc/vancouver/1588-E-Hastings-St-V5L-1S5/unit-409/home/168593969,
1331,1588 E Hastings St #409,1.0,1.0,435.0,499000.0,V5L 0B8,49.2810473,-123.0733347,https://www.redfin.com/bc/vancouver/1588-E-Hastings-St-V5L-1S5/unit-409/home/168593969,
1332,159 W 2nd Ave #1205,1.0,1.0,729.0,849000.0,V5Y 0L8,49.2696151,49.2696151,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-1205/home/168591441,
1333,159 W 2nd Ave #1205,1.0,1.0,729.0,849000.0,V5Y 0L8,49.2696151,-123.1080413,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-1205/home/168591441,
1334,159 W 2nd Ave #1208,2.0,1.0,731.0,859900.0,V5Y 0L8,49.2696151,49.2696151,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-1208/home/168591444,
1335,159 W 2nd Ave #1402,2.0,1.0,701.0,868000.0,V5Y 0L8,49.2696151,49.2696151,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-1402/home/168591447,
1336,159 W 2nd Ave #1402,2.0,1.0,701.0,868000.0,V5Y 0L8,49.2696151,-123.1080413,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-1402/home/168591447,
1337,159 W 2nd Ave #1409,1.0,1.0,596.0,759000.0,V5Y 0L8,49.2696151,49.2696151,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-1409/home/168591453,
1338,159 W 2nd Ave #219,1.0,1.0,523.0,688000.0,V5Y 0L8,49.2696151,49.2696151,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-219/home/168591301,
1339,159 W 2nd Ave #311,1.0,1.0,577.0,674900.0,V5Y 0L8,49.2696151,49.2696151,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-311/home/168591315,
1340,159 W 2nd Ave #311,1.0,1.0,577.0,674900.0,V5Y 0L8,49.2696151,-123.1080413,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-311/home/168591315,
1341,159 W 2nd Ave #322,1.0,1.0,515.0,562500.0,V5Y 0L8,49.2696151,49.2696151,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-322/home/168591325,
1342,159 W 2nd Ave #725,1.0,1.0,540.0,659900.0,V5Y 0L8,49.2696151,49.2696151,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-725/home/168591403,
1343,159 W 2nd Ave #725,1.0,1.0,540.0,659900.0,V5Y 0L8,49.2696151,-123.1080413,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-725/home/168591403,
1344,159 W 2nd Ave #809,2.0,1.0,725.0,849900.0,V5Y 0L8,49.2696151,49.2696151,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-809/home/168591411,
1345,159 W 2nd Ave #809,2.0,1.0,725.0,849900.0,V5Y 0L8,49.2696151,-123.1080413,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-809/home/168591411,
1346,159 West 2nd Ave Unit 2/503,0.0,,161.0,56000.0,V5Y 0L8,49.2696151,49.2696151,https://www.redfin.com/bc/vancouver/159-W-2nd-Ave-V5Y-1B8/unit-2-503/home/185245862,
1347,1595 W 14 Ave #201,2.0,1.5,1136.0,950000.0,V6J 2J1,49.2592406,49.2592406,https://www.redfin.com/bc/vancouver/1595-W-14th-Ave-V6J-2J1/unit-201/home/155357305,
1348,1595 W 14 Ave #201,2.0,1.5,1136.0,950000.0,V6J 2J1,49.2592406,-123.1409743,https://www.redfin.com/bc/vancouver/1595-W-14th-Ave-V6J-2J1/unit-201/home/155357305,
1349,1596 E 33rd Ave,5.0,2.0,2003.0,1735000.0,V5N 3C8,49.2399398,49.2399398,https://www.redfin.com/bc/vancouver/1596-E-33rd-Ave-V5N-3C8/home/155454395,price
1350,1596 E 33rd Ave,5.0,2.0,2003.0,1735000.0,V5N 3C8,49.2399398,-123.072741,https://www.redfin.com/bc/vancouver/1596-E-33rd-Ave-V5N-3C8/home/155454395,price
1351,1596 W 14th Ave Unit 1B,3.0,5.5,4181.0,10898000.0,V6J 2H9,49.2587034,49.2587034,https://www.redfin.com/bc/vancouver/1596-W-14th-Ave-V6J-2H9/unit-1B/home/155500839,
1352,1599 Angus Dr,8.0,8.0,11570.0,21800000.0,V6J 4H2,49.2546325,49.2546325,https://www.redfin.com/bc/vancouver/1599-Angus-Dr-V6J-4H2/home/168576539,
1353,1599 Angus Dr,8.0,8.0,11570.0,21800000.0,V6J 4H2,49.2546325,-123.1412825,https://www.redfin.com/bc/vancouver/1599-Angus-Dr-V6J-4H2/home/168576539,
1354,16 N Kaslo St,3.0,2.0,1623.0,1695000.0,V5K 3M8,49.2850186,49.2850186,https://www.redfin.com/bc/vancouver/16-N-Kaslo-St-V5K-3M8/home/155727779,
1355,1600 Hornby St #203,3.0,3.0,1712.0,2588000.0,V6Z 2S4,49.2744543,49.2744543,https://www.redfin.com/bc/vancouver/1600-Hornby-St-V6Z-3H2/unit-203/home/155711653,
1356,1600 Hornby St #203,3.0,3.0,1712.0,2588000.0,V6Z 2S4,49.2744543,-123.1334458,https://www.redfin.com/bc/vancouver/1600-Hornby-St-V6Z-3H2/unit-203/home/155711653,
1357,1600 Hornby St #802,2.0,2.0,1180.0,1739900.0,V6Z 2S4,49.2744543,49.2744543,https://www.redfin.com/bc/vancouver/1600-Hornby-St-V6Z-3H2/unit-802/home/155880414,
1358,1600 Hornby St #902,3.0,3.5,2509.0,5300000.0,V6Z 2S4,49.2744543,49.2744543,https://www.redfin.com/bc/vancouver/1600-Hornby-St-V6Z-3H2/unit-902/home/155880712,
1359,1600 Howe St #202,2.0,2.0,1220.0,1598000.0,V6Z 2L9,49.2738376,49.2738376,https://www.redfin.com/bc/vancouver/1600-Howe-St-V6Z-2L9/unit-202/home/155712176,
1360,1600 Howe St #202,2.0,2.0,1220.0,1598000.0,V6Z 2L9,49.2738376,-123.132432,https://www.redfin.com/bc/vancouver/1600-Howe-St-V6Z-2L9/unit-202/home/155712176,
1361,1600 Howe St #305,1.0,1.0,903.0,749000.0,V6Z 2L9,49.2738376,49.2738376,https://www.redfin.com/bc/vancouver/1600-Howe-St-V6Z-2L9/unit-305/home/155772052,
1362,1601 Quebec St #1105,2.0,2.0,1178.0,1750000.0,V6A 0J9,49.2715566,49.2715566,https://www.redfin.com/bc/vancouver/1601-Quebec-St-V6A-0J9/unit-1105/home/190952135,
1363,1601 Quebec St #1105,2.0,2.0,1178.0,1750000.0,V6A 0J9,49.2715566,-123.1027944,https://www.redfin.com/bc/vancouver/1601-Quebec-St-V6A-0J9/unit-1105/home/190952135,
1364,1601 Quebec St #406,2.0,2.0,1179.0,1695000.0,V6A 0J9,49.2715566,49.2715566,https://www.redfin.com/bc/vancouver/1601-Quebec-St-V6A-0J9/unit-406/home/190519057,
1365,1601 Quebec St #702,2.0,2.0,1440.0,2799900.0,V6A 0J9,49.2715566,49.2715566,https://www.redfin.com/bc/vancouver/1601-Quebec-St-V6A-0J9/unit-702/home/195186081,
1366,1601 Quebec St #803,2.0,2.0,1454.0,2999990.0,V6A 0J9,49.2715566,49.2715566,https://www.redfin.com/bc/vancouver/1601-Quebec-St-V6A-0J9/unit-803/home/192713034,
1367,1603 W 49th Ave,8.0,4.5,4858.0,4950000.0,V6M 2R8,49.2273402,49.2273402,https://www.redfin.com/bc/vancouver/1603-W-49th-Ave-V6M-2R8/home/156243578,
1368,1605 E 8th Ave,4.0,2.0,1438.0,1845000.0,V5N 1T6,49.2634865,49.2634865,https://www.redfin.com/bc/vancouver/1605-E-8th-Ave-V5N-1T6/home/155502401,
1369,1606 Nanaimo St,5.0,3.0,2653.0,3800000.0,V5L 4V1,49.2702709,49.2702709,https://www.redfin.com/bc/vancouver/1606-Nanaimo-St-V5L-4V1/home/156948895,
1370,161 E 1st Ave #206,1.0,1.0,620.0,688000.0,V6A 0G1,49.2703259,49.2703259,https://www.redfin.com/bc/vancouver/161-E-1st-Ave-V6A-2W5/unit-206/home/154984967,
1371,161 E 1st Ave #311,1.0,1.0,486.0,549900.0,V6A 0G1,49.2703259,49.2703259,https://www.redfin.com/bc/vancouver/161-E-1st-Ave-V6A-2W5/unit-311/home/154984693,
1372,161 E 1st Ave #315,1.0,1.0,471.0,579000.0,V6A 0G1,49.2703259,49.2703259,https://www.redfin.com/bc/vancouver/161-E-1st-Ave-V6A-2W5/unit-315/home/154855838,
1373,161 E 1st Ave #803,1.0,1.0,558.0,675000.0,V6A 0G1,49.2703259,49.2703259,https://www.redfin.com/bc/vancouver/161-E-1st-Ave-V6A-2W5/unit-803/home/154985099,
1374,161 E 1st Ave #905,0.0,1.0,496.0,578000.0,V6A 0G1,49.2703259,49.2703259,https://www.redfin.com/bc/vancouver/161-E-1st-Ave-V6A-2W5/unit-905/home/154985030,
1375,161 W Georgia St #1009,2.0,2.0,939.0,990990.0,V6B 0K9,49.2787913,49.2787913,https://www.redfin.com/bc/vancouver/161-W-Georgia-St-V6B-0K9/unit-1009/home/168608436,
1376,161 W Georgia St #1608,2.0,2.0,853.0,939900.0,V6B 0K9,49.2787913,49.2787913,https://www.redfin.com/bc/vancouver/161-W-Georgia-St-V6B-0K9/unit-1608/home/168608488,
1377,161 W Georgia St #1805,1.0,1.0,614.0,759000.0,V6B 0K9,49.2787913,49.2787913,https://www.redfin.com/bc/vancouver/161-W-Georgia-St-V6B-0K9/unit-1805/home/168608503,
1378,161 W Georgia St #716,1.0,1.0,678.0,728000.0,V6B 0K9,49.2787913,49.2787913,https://www.redfin.com/bc/vancouver/161-W-Georgia-St-V6B-0K9/unit-716/home/168608398,
1379,161 W Georgia St #905,0.0,1.0,447.0,495000.0,V6B 0K9,49.2787913,49.2787913,https://www.redfin.com/bc/vancouver/161-W-Georgia-St-V6B-0K9/unit-905/home/168608418,price
1380,161 W Georgia St #909,2.0,2.0,932.0,949000.0,V6B 0K9,49.2787913,49.2787913,https://www.redfin.com/bc/vancouver/161-W-Georgia-St-V6B-0K9/unit-909/home/168608422,price
1381,1610 Roxburgh St #2,3.0,3.0,2288.0,3790000.0,V6M 3K1,49.2401293,49.2401293,https://www.redfin.com/bc/vancouver/1610-Roxburgh-Cres-V6M-3K1/unit-2/home/191474463,
1382,1612 E 20th Ave,6.0,2.0,2270.0,1990000.0,V5N 2K8,49.2523507,49.2523507,https://www.redfin.com/bc/vancouver/1612-E-20th-Ave-V5N-2K8/home/155478611,
1383,1616 Bayshore Dr #1101,2.0,2.0,1513.0,2299000.0,V6G 3L1,49.2915596,49.2915596,https://www.redfin.com/bc/vancouver/1616-Bayshore-Dr-V6G-3L3/unit-1101/home/155406265,
1384,1616 Bayshore Dr #1904,2.0,2.0,1257.0,1890000.0,V6G 3L1,49.2915596,49.2915596,https://www.redfin.com/bc/vancouver/1616-Bayshore-Dr-V6G-3L3/unit-1904/home/155174584,
1385,1616 Bayshore Dr #2501,2.0,2.5,2107.0,3999000.0,V6G 3L1,49.2915596,49.2915596,https://www.redfin.com/bc/vancouver/1616-Bayshore-Dr-V6G-3L3/unit-2501/home/155540598,
1386,1616 Bayshore Dr #2501,2.0,2.5,2107.0,3999000.0,V6G 3L1,49.2915596,-123.1297415,https://www.redfin.com/bc/vancouver/1616-Bayshore-Dr-V6G-3L3/unit-2501/home/155540598,
1387,1616 Columbia St #309,1.0,1.0,566.0,719000.0,V5Y 0B7,49.2712713,49.2712713,https://www.redfin.com/bc/vancouver/1616-Columbia-St-V5Y-0B7/unit-309/home/155559912,
1388,1616 Columbia St #309,1.0,1.0,566.0,719000.0,V5Y 0B7,49.2712713,-123.1092344,https://www.redfin.com/bc/vancouver/1616-Columbia-St-V5Y-0B7/unit-309/home/155559912,
1389,1616 Columbia St #906,2.0,2.0,1213.0,2199000.0,V5Y 0B7,49.2712713,49.2712713,https://www.redfin.com/bc/vancouver/1616-Columbia-St-V5Y-0B7/unit-906/home/155468815,
1390,1618 Quebec St #1003,2.0,2.0,919.0,1145000.0,V6A 0C5,49.2714354,49.2714354,https://www.redfin.com/bc/vancouver/1618-Quebec-St-V6A-0C5/unit-1003/home/154993707,
1391,1618 Quebec St #1003,2.0,2.0,919.0,1145000.0,V6A 0C5,49.2714354,-123.1018728,https://www.redfin.com/bc/vancouver/1618-Quebec-St-V6A-0C5/unit-1003/home/154993707,
1392,1618 Quebec St #1505,1.0,1.0,625.0,828888.0,V6A 0C5,49.2714354,49.2714354,https://www.redfin.com/bc/vancouver/1618-Quebec-St-V6A-0C5/unit-1505/home/154991185,
