,address,bedroom,bathroom,square_footage,price,postalCode,latitude,longitude,property_link,discrepancies
0,1010 Beach Ave #401,2.0,2.0,1602.0,1599000.0,V6E 1T7,,,https://www.redfin.com/bc/vancouver/1010-Beach-Ave-V6E-1T7/unit-401/home/155147480,
1,1010 Howe St #909,1.0,,500.0,579000.0,V6Z 1P5,49.2796103,49.2796103,https://www.redfin.ca/bc/vancouver/1010-Howe-St-V6Z-1P5/unit-909/home/155742509,
2,1010 W 42nd Ave #203,2.0,,956.0,749000.0,V6M 2A8,49.2328493,49.2328493,https://www.redfin.ca/bc/vancouver/1010-W-42nd-Ave-V6M-2A8/unit-203/home/156163319,
3,1010 W 42nd Ave #203,,,,749000.0,V6M 2A8,49.2328493,-123.1285759,https://www.redfin.ca/bc/vancouver/1010-W-42nd-Ave-V6M-2A8/unit-203/home/156163319,
4,1019 Expo Blvd,3.0,,1593.0,1599000.0,V6Z 2W1,49.275064,49.275064,https://www.redfin.ca/bc/vancouver/1019-Expo-Blvd-V6B-6J7/home/155762034,
5,1019 Expo Blvd,,,,1599000.0,V6Z 2W1,49.275064,-123.1177958,https://www.redfin.ca/bc/vancouver/1019-Expo-Blvd-V6B-6J7/home/155762034,
6,1026 Clark Dr,7.0,2.5,1739.0,1500000.0,V5L 3J9,,,https://www.redfin.com/bc/vancouver/1026-Clark-Dr-V5L-3J9/home/156809699,
7,1032 Clark Dr,2.0,1.0,1087.0,1500000.0,V5L 3J9,,,https://www.redfin.com/bc/vancouver/1032-Clark-Dr-V5L-3J9/home/156939807,
8,1033 E 10th Ave,4.0,,1378.0,1399000.0,V5T 2B4,49.2616494,49.2616494,https://www.redfin.ca/bc/vancouver/1033-E-10th-Ave-V5T-2B4/home/155822139,
9,1033 Nelson St #2106,2.0,,1181.0,2888800.0,V6E 0E5,49.2819318,49.2819318,https://www.redfin.ca/bc/vancouver/1033-Nelson-St-V6E-0E4/unit-2106/home/195320271,
10,1050 Burrard St #2103,2.0,,985.0,1150000.0,V6Z 2S3,49.2800317,49.2800317,https://www.redfin.ca/bc/vancouver/1050-Burrard-St-V6Z-2S3/unit-2103/home/155675415,
11,1050 Burrard St #2103,,,,1150000.0,V6Z 2S3,49.2800317,-123.1266181,https://www.redfin.ca/bc/vancouver/1050-Burrard-St-V6Z-2S3/unit-2103/home/155675415,
12,1055 Homer St #1806,1.0,,771.0,897999.0,V6B 1G3,49.2768984,49.2768984,https://www.redfin.ca/bc/vancouver/1055-Homer-St-V6B-1G3/unit-1806/home/155681046,
13,1055 Homer St #1806,,,,,V6B 1G3,49.2768984,-123.1211363,https://www.redfin.ca/bc/vancouver/1055-Homer-St-V6B-1G3/unit-1806/home/155681046,
14,1071 E 22nd Ave,3.0,,1511.0,1799900.0,V5V 1W2,49.2511193,49.2511193,https://www.redfin.ca/bc/vancouver/1071-E-22nd-Ave-V5V-1W2/home/195293529,
15,1071 E 22nd Ave,,,,1799900.0,V5V 1W2,49.2511193,-123.0823309,https://www.redfin.ca/bc/vancouver/1071-E-22nd-Ave-V5V-1W2/home/195293529,
16,1075 W 13th Ave #102,2.0,,933.0,815000.0,V6H 1N1,49.2599583,49.2599583,https://www.redfin.ca/bc/vancouver/1075-W-13th-Ave-V6H-1N1/unit-102/home/155650254,
17,1075 W 13th Ave #102,,,,815000.0,V6H 1N1,49.2599583,-123.1284295,https://www.redfin.ca/bc/vancouver/1075-W-13th-Ave-V6H-1N1/unit-102/home/155650254,
18,108 E 1st Ave #523,1.0,,622.0,739900.0,V5T 0E4,49.2698759,49.2698759,https://www.redfin.ca/bc/vancouver/108-E-1st-Ave-V5T-0E4/unit-523/home/155949013,
19,108 E 1st Ave #523,,,,739900.0,V5T 0E4,49.2698759,-123.1020958,https://www.redfin.ca/bc/vancouver/108-E-1st-Ave-V5T-0E4/unit-523/home/155949013,
20,1088 Richards St #205,1.0,1.0,569.0,615000.0,V6B 0J8,,,https://www.redfin.com/bc/vancouver/1088-Richards-St-V6B-0J8/unit-205/home/155344224,
21,110 Switchmen St #705,2.0,,1200.0,1299000.0,V6A 0C6,49.2708692,49.2708692,https://www.redfin.ca/bc/vancouver/110-Switchmen-St-V6A-0C6/unit-705/home/154856672,
22,1111 Richards St #1204,0.0,1.0,465.0,609900.0,V6B 0S3,,,https://www.redfin.com/bc/vancouver/1111-Richards-St-V6B-0S3/unit-1204/home/181546740,
23,1111 Richards St #1503,0.0,,466.0,609000.0,V6B 0S3,49.2768419,49.2768419,https://www.redfin.ca/bc/vancouver/1111-Richards-St-V6B-0S3/unit-1503/home/181546768,
24,1117 E Pender St,3.0,1.5,1387.0,1289000.0,V6A 1W6,,,https://www.redfin.com/bc/vancouver/1117-E-Pender-St-V6A-1W6/home/154940666,
25,1160 Burrard St #802,2.0,1.5,1202.0,1375000.0,V6Z 2E8,,,https://www.redfin.com/bc/vancouver/1160-Burrard-St-V6Z-2E8/unit-802/home/155891130,
26,1166 E 11th Ave #1,4.0,,1552.0,1988000.0,V5T 2G3,49.2603009,49.2603009,https://www.redfin.ca/bc/vancouver/1166-E-11th-Ave-V5T-2G3/unit-1/home/190570086,
27,1166 E 11th Ave #1,,,,1988000.0,V5T 2G3,49.2603009,-123.0798311,https://www.redfin.ca/bc/vancouver/1166-E-11th-Ave-V5T-2G3/unit-1/home/190570086,
28,1166 Melville St #1907,1.0,,561.0,635000.0,V6E 4P5,49.2873812,49.2873812,https://www.redfin.ca/bc/vancouver/1166-Melville-St-V6E-4P5/unit-1907/home/155142489,
29,1166 Melville St #1907,,,,635000.0,V6E 4P5,49.2873812,-123.1237839,https://www.redfin.ca/bc/vancouver/1166-Melville-St-V6E-4P5/unit-1907/home/155142489,
30,1189 Melville St #3303,2.0,,1030.0,1348000.0,V6E 4T8,49.2878035,49.2878035,https://www.redfin.ca/bc/vancouver/1189-Melville-St-V6E-4T8/unit-3303/home/155134248,
31,1189 Melville St #4202,2.0,2.0,882.0,1499000.0,V6E 4T8,,,https://www.redfin.com/bc/vancouver/1189-Melville-St-V6E-4T8/unit-4202/home/155091667,
32,1198 W 55th Ave,4.0,3.5,5739.0,10990000.0,V6P 7A1,,,https://www.redfin.com/bc/vancouver/1198-W-55th-Ave-V6P-7A1/home/155538658,
33,1199 Marinaside Cres #3002,2.0,,1316.0,1975000.0,V6Z 2Y2,49.2734258,49.2734258,https://www.redfin.ca/bc/vancouver/1199-Marinaside-Cres-V6Z-2Y2/unit-3002/home/155804337,
34,1199 Marinaside Cres #3002,,,,,V6Z 2Y2,49.2734258,-123.1199119,https://www.redfin.ca/bc/vancouver/1199-Marinaside-Cres-V6Z-2Y2/unit-3002/home/155804337,
35,1199 Seymour St #2006,1.0,,651.0,757000.0,V6B 1K3,49.2768746,49.2768746,https://www.redfin.ca/bc/vancouver/1199-Seymour-St-V6B-1K3/unit-2006/home/155710373,
36,1199 Seymour St #2006,,,,757000.0,V6B 1K3,49.2768746,-123.1252014,https://www.redfin.ca/bc/vancouver/1199-Seymour-St-V6B-1K3/unit-2006/home/155710373,
37,1199 Seymour St #608,1.0,,632.0,729900.0,V6B 1K3,49.2768746,49.2768746,https://www.redfin.ca/bc/vancouver/1199-Seymour-St-V6B-1K3/unit-608/home/155711462,
38,1212 Howe St #1504,1.0,,591.0,595000.0,V6Z 2M9,49.2775648,49.2775648,https://www.redfin.ca/bc/vancouver/1212-Howe-St-V6Z-2M9/unit-1504/home/155733846,
39,1216 Homer St #412,0.0,,469.0,575000.0,V6B 6K5,49.2750059,49.2750059,https://www.redfin.ca/bc/vancouver/1216-Homer-St-V6B-6K5/unit-412/home/155625061,
40,1216 Homer St #412,,,,575000.0,V6B 6K5,49.2750059,-123.12347,https://www.redfin.ca/bc/vancouver/1216-Homer-St-V6B-6K5/unit-412/home/155625061,
41,1223 W 16th St,3.0,,2385.0,1649900.0,V7P 1R5,49.2572372,49.2572372,https://www.redfin.ca/bc/vancouver/1223-W-16th-Ave-V6J-2L6/home/194919583,
42,1223 W 16th St,,,,1649900.0,V7P 1R5,49.2572372,-123.1388356,https://www.redfin.ca/bc/vancouver/1223-W-16th-Ave-V6J-2L6/home/194919583,
43,1225 Cloverley St,6.0,,2300.0,2198000.0,V7L 1N7,49.3152491,49.3152491,https://www.redfin.ca/bc/north-vancouver-district/1225-Cloverley-St-V7L-1N8/home/157119703,
44,1225 Cloverley St,,,,2198000.0,V7L 1N7,49.3152491,-123.0415421,https://www.redfin.ca/bc/north-vancouver-district/1225-Cloverley-St-V7L-1N8/home/157119703,
45,1228 Maple St,3.0,2.5,3571.0,3875000.0,V6J 3R8,,,https://www.redfin.com/bc/vancouver/1228-Maple-St-V6J-3R8/home/155364113,
46,1228 Marinaside Cres #1901,2.0,2.0,1175.0,1599000.0,V5S 2L7,,,https://www.redfin.com/bc/vancouver/1228-Marinaside-Cres-V6Z-2W4/unit-1901/home/155661689,
47,1228 Marinaside Cres #202,2.0,2.0,996.0,979000.0,V6Z 2W4,,,https://www.redfin.com/bc/vancouver/1228-Marinaside-Cres-V6Z-2W4/unit-202/home/155718501,
48,1236 Bidwell St #201,2.0,,1610.0,1968000.0,V6G 2K9,49.2855463,49.2855463,https://www.redfin.ca/bc/vancouver/1236-Bidwell-St-V6G-2L2/unit-201/home/155189145,
49,1236 Bidwell St #201,,,,1968000.0,V6G 2K9,49.2855463,-123.1406987,https://www.redfin.ca/bc/vancouver/1236-Bidwell-St-V6G-2L2/unit-201/home/155189145,
50,1237 E Broadway,2.0,,825.0,2662666.0,V5T 1Y8,49.2626459,49.2626459,https://www.redfin.ca/bc/vancouver/1237-E-Broadway-V5T-1Y8/home/156009883,
51,1238 Richards St #2802,3.0,,2688.0,3490000.0,V6B 6M6,49.2754351,49.2754351,https://www.redfin.ca/bc/vancouver/1238-Richards-St-V6B-6M6/unit-2802/home/155397206,
52,1238 Richards St #2802,,,,3490000.0,V6B 6M6,49.2754351,-123.124717,https://www.redfin.ca/bc/vancouver/1238-Richards-St-V6B-6M6/unit-2802/home/155397206,
53,124 W 3rd St #303,1.0,,692.0,739000.0,V7M 1E8,49.2681689,49.2681689,https://www.redfin.ca/bc/vancouver/124-W-3rd-Ave-V5Y-1E9/unit-303/home/195215013,
54,"124 W 3rd St #303, Nort",1.0,1.0,692.0,739000.0,V7M 1E8,,,https://www.redfin.com/bc/vancouver/124-W-3rd-Ave-V5Y-1E9/unit-303/home/195215013,
55,1243 E Broadway,2.0,,1478.0,2662666.0,V5T 1Y8,49.26268,49.26268,https://www.redfin.ca/bc/vancouver/1243-E-Broadway-V5T-1Y8/home/156015766,
56,1249 Granville St #209,1.0,,578.0,598000.0,V6Z 1M5,49.2768757,49.2768757,https://www.redfin.ca/bc/vancouver/1249-Granville-St-V6Z-1M5/unit-209/home/155794733,
57,1249 Granville St #209,,,,598000.0,V6Z 1M5,49.2768757,-123.1272035,https://www.redfin.ca/bc/vancouver/1249-Granville-St-V6Z-1M5/unit-209/home/155794733,
58,1249 Granville St #407,1.0,,544.0,549000.0,V6Z 1M5,49.2768757,49.2768757,https://www.redfin.ca/bc/vancouver/1249-Granville-St-V6Z-1M5/unit-407/home/155923004,
59,125 Milross Ave #2102,3.0,,1613.0,1750000.0,V6A 0A1,49.276283,49.276283,https://www.redfin.ca/bc/vancouver/125-Milross-Ave-V6A-0A1/unit-2102/home/168614847,
60,1257 E Broadway,2.0,,1110.0,2662666.0,V5T 1Y8,49.2626483,49.2626483,https://www.redfin.ca/bc/vancouver/1257-E-Broadway-V5T-1Y8/home/155835089,
61,1277 Hornby St #1210,2.0,,818.0,1458000.0,V6Z 1W2,49.2777513,49.2777513,https://www.redfin.ca/bc/vancouver/1277-Hornby-St-V6Z-1W4/unit-1210/home/176071222,
62,128 W 8th St #306,2.0,,956.0,879000.0,V7M 3M1,49.2636763,49.2636763,https://www.redfin.ca/bc/vancouver/128-W-8th-Ave-V5Y-1N2/unit-306/home/194536705,
63,"128 W 8th St #306, Nort",2.0,2.0,956.0,879000.0,V7M 3M1,,,https://www.redfin.com/bc/vancouver/128-W-8th-Ave-V5Y-1N2/unit-306/home/194536705,
64,"128 W 8th St #409, Nort",2.0,2.0,967.0,868800.0,V7M 3M1,,,https://www.redfin.com/bc/vancouver/128-W-8th-Ave-V5Y-1N2/unit-409/home/195143513,
65,128 W Cordova St #2704,1.0,,668.0,545000.0,V6B 0E6,49.282975,49.282975,https://www.redfin.ca/bc/vancouver/128-W-Cordova-St-V6B-0E6/unit-2704/home/168609157,
66,128 W Cordova St #2704,,,,545000.0,V6B 0E6,49.282975,-123.1080839,https://www.redfin.ca/bc/vancouver/128-W-Cordova-St-V6B-0E6/unit-2704/home/168609157,
67,128 W Cordova St #2910,2.0,,2161.0,2499000.0,V6B 0E6,49.282975,49.282975,https://www.redfin.ca/bc/vancouver/128-W-Cordova-St-V6B-0E6/unit-2910/home/168609184,
68,1281 W Cordova St #2502,3.0,,2046.0,4380000.0,V6C 3R5,49.2899647,49.2899647,https://www.redfin.ca/bc/vancouver/1281-W-Cordova-St-V6C-3R3/unit-2502/home/155771279,
69,1281 W Cordova St #2502,,,,4380000.0,V6C 3R5,49.2899647,-123.1233648,https://www.redfin.ca/bc/vancouver/1281-W-Cordova-St-V6C-3R3/unit-2502/home/155771279,
70,1288 Marinaside Cres Ph 1003,3.0,,1510.0,2568000.0,V6Z 2W5,49.2719516,49.2719516,https://www.redfin.ca/bc/vancouver/1288-Marinaside-Cres-V6Z-2W5/unit-1003/home/155687491,
71,1288 W Georgia St #3104,1.0,,610.0,728000.0,V6E 4R3,49.2877083,49.2877083,https://www.redfin.ca/bc/vancouver/1288-W-Georgia-St-V6E-4R3/unit-3104/home/155364614,
72,1289 Hornby St #3802,2.0,2.0,1082.0,1798000.0,V6Z 0G7,,,https://www.redfin.com/bc/vancouver/1289-Hornby-St-V6Z-0G7/unit-3802/home/181337470,
73,1325/27 Laburnum St,4.0,4.0,2651.0,3599000.0,V6J 3W4,,,https://www.redfin.com/bc/vancouver/1325-Laburnum-St-V6J-3W4/home/155538300,
74,1331 Alberni St #2011,2.0,,757.0,879000.0,V6E 4S1,49.2881788,49.2881788,https://www.redfin.ca/bc/vancouver/1331-Alberni-St-V6E-4S1/unit-2011/home/155297926,
75,1331 Alberni St #2011,,,,879000.0,V6E 4S1,49.2881788,-123.1277554,https://www.redfin.ca/bc/vancouver/1331-Alberni-St-V6E-4S1/unit-2011/home/155297926,
76,1331 Alberni St #2605,1.0,,592.0,688000.0,V6E 4S1,49.2881788,49.2881788,https://www.redfin.ca/bc/vancouver/1331-Alberni-St-V6E-4S1/unit-2605/home/155342614,
77,1331 Alberni St #2605,,,,688000.0,V6E 4S1,49.2881788,-123.1277554,https://www.redfin.ca/bc/vancouver/1331-Alberni-St-V6E-4S1/unit-2605/home/155342614,
78,1331 W Georgia St #1709,1.0,,662.0,795000.0,V6E 4P1,49.2884771,49.2884771,https://www.redfin.ca/bc/vancouver/1331-W-Georgia-St-V6E-4P1/unit-1709/home/155335061,
79,1331 W Georgia St #1709,,,,795000.0,V6E 4P1,49.2884771,-123.1268627,https://www.redfin.ca/bc/vancouver/1331-W-Georgia-St-V6E-4P1/unit-1709/home/155335061,
80,1335 Laburnum St,4.0,3.0,2697.0,3278000.0,V6J 3W4,,,https://www.redfin.com/bc/vancouver/1335-Laburnum-St-V6J-3W4/home/155367483,
81,1345 W 15th Ave #319,1.0,,708.0,649000.0,V6H 3R3,49.2581801,49.2581801,https://www.redfin.ca/bc/vancouver/1345-W-15th-Ave-V6H-3R3/unit-319/home/155673838,
82,1345 W 15th Ave #319,,,,649000.0,V6H 3R3,49.2581801,-123.1350284,https://www.redfin.ca/bc/vancouver/1345-W-15th-Ave-V6H-3R3/unit-319/home/155673838,
83,1346 Laburnum St,2.0,1.5,1205.0,1988000.0,V6J 3W3,,,https://www.redfin.com/bc/vancouver/1346-Laburnum-St-V6J-3W3/home/155264810,
84,136 E 59th Ave,7.0,,2793.0,2680000.0,V5X 1X6,49.2165698,49.2165698,https://www.redfin.ca/bc/vancouver/136-E-59th-Ave-V5X-3B9/home/155868111,
85,1363 E 13th Ave,3.0,,1790.0,2098000.0,V5N 2B5,49.2588803,49.2588803,https://www.redfin.ca/bc/vancouver/1363-E-13th-Ave-V5N-2B5/home/155478965,
86,1363 E 13th Ave,,,,,V5N 2B5,49.2588803,-123.0761471,https://www.redfin.ca/bc/vancouver/1363-E-13th-Ave-V5N-2B5/home/155478965,
87,1365 BURNABY St,,,,6800000.0,V6E 1R2,49.2829072,49.2829072,https://www.redfin.ca/bc/vancouver/1365-Burnaby-St-V6E-1R2/home/155496951,
88,1367 Alberni St #603,0.0,1.0,398.0,488800.0,V6E 4R9,,,https://www.redfin.com/bc/vancouver/1367-Alberni-St-V6E-4R9/unit-603/home/155101478,
89,1372 Seymour St #3903,1.0,1.0,658.0,998000.0,V6B 0L1,,,https://www.redfin.com/bc/vancouver/1372-Seymour-St-V6B-3P3/unit-3903/home/155608901,
90,1396 Burnaby St #306,1.0,1.0,678.0,619900.0,V6E 1P9,,,https://www.redfin.com/bc/vancouver/1396-Burnaby-St-V6E-1P9/unit-306/home/155488895,
91,1408 Robson St #2601,3.0,2.5,1428.0,4180000.0,V6G 1B9,,,https://www.redfin.com/bc/vancouver/1408-Robson-St-V6G0E6/unit-2601/home/194558898,
92,1415 W Georgia St #303,2.0,,1207.0,1099999.0,V6G 3C8,49.2895195,49.2895195,https://www.redfin.ca/bc/vancouver/1415-W-Georgia-St-V6G-3C8/unit-303/home/155464114,
93,1415 W Georgia St #303,,,,1099999.0,V6G 3C8,49.2895195,-123.1281758,https://www.redfin.ca/bc/vancouver/1415-W-Georgia-St-V6G-3C8/unit-303/home/155464114,
94,1425 Lamey's Mill Rd #57,3.0,,2105.0,1999900.0,V6H 3W2,49.2684805,49.2684805,https://www.redfin.ca/bc/vancouver/1425-Lameys-Mill-Rd-V6H-3W2/unit-57/home/155706188,
95,1425 Lamey's Mill Rd #57,,,,1999900.0,V6H 3W2,49.2684805,-123.1358379,https://www.redfin.ca/bc/vancouver/1425-Lameys-Mill-Rd-V6H-3W2/unit-57/home/155706188,
96,1439 Howe St,2.0,,1300.0,1448000.0,V6Z 1C2,49.2755718,49.2755718,https://www.redfin.ca/bc/vancouver/1439-Howe-St-V6Z-1C2/home/155892417,
97,1439 Howe St,,,,1448000.0,V6Z 1C2,49.2755718,-123.1308787,https://www.redfin.ca/bc/vancouver/1439-Howe-St-V6Z-1C2/home/155892417,
98,1440 E King Edward Ave,6.0,2.0,1924.0,1850000.0,V5N 2V4,,,https://www.redfin.com/bc/vancouver/1440-E-King-Edward-Ave-V5N-2V4/home/168598788,
99,1450 Laburnum St #106,1.0,1.0,563.0,648000.0,V6J 3W3,,,https://www.redfin.com/bc/vancouver/1450-Laburnum-St-V6J-3W3/unit-106/home/155416643,
100,1450 Pennyfarthing Dr #1003,2.0,2.0,1300.0,1072000.0,V6J 4X8,,,https://www.redfin.com/bc/vancouver/1450-Pennyfarthing-Dr-V6J-4X8/unit-1003/home/155322796,
101,1450 Pennyfarthing Dr #1009,2.0,2.0,1955.0,2995000.0,V6J 4X8,,,https://www.redfin.com/bc/vancouver/1450-Pennyfarthing-Dr-V6J-4X8/unit-1009/home/155421620,
102,1450 Pennyfarthing Dr #411,2.0,2.0,1437.0,1184000.0,V6J 4X8,,,https://www.redfin.com/bc/vancouver/1450-Pennyfarthing-Dr-V6J-4X8/unit-411/home/155323365,
103,1450 Pennyfarthing Dr #910,2.0,2.0,1981.0,3175000.0,V6J 4X8,,,https://www.redfin.com/bc/vancouver/1450-Pennyfarthing-Dr-V6J-4X8/unit-910/home/155498215,
104,1470 Pennyfarthing Dr #408,1.0,1.0,947.0,795000.0,V6J 4Y2,,,https://www.redfin.com/bc/vancouver/1470-Pennyfarthing-Dr-V6J-4X8/unit-408/home/155342456,
105,1480 Howe St #1008,1.0,,737.0,999000.0,V6Z 0G5,49.2749093,49.2749093,https://www.redfin.ca/bc/vancouver/1480-Howe-St-V6Z-1C4/unit-1008/home/195320316,
106,149 W 13th Ave #5,2.0,,1184.0,1179000.0,V5Y 1V8,49.2596486,49.2596486,https://www.redfin.ca/bc/vancouver/149-W-13th-Ave-V5Y-1V8/unit-5/home/155487370,
107,149 W 13th Ave #5,,,,1179000.0,V5Y 1V8,49.2596486,-123.1087306,https://www.redfin.ca/bc/vancouver/149-W-13th-Ave-V5Y-1V8/unit-5/home/155487370,
108,150 Main St,3.0,,1245.0,769000.0,V8K 1P2,49.2834807,49.2834807,https://www.redfin.ca/bc/vancouver/150-Main-St-V6A/home/194901946,
109,"150 Main St, ",3.0,2.0,1245.0,769000.0,V8K 1P2,,,https://www.redfin.com/bc/vancouver/150-Main-St-V6A/home/194901946,
110,1500 Howe St #2201,2.0,2.0,1311.0,1299000.0,V6Z 2N1,,,https://www.redfin.com/bc/vancouver/1500-Howe-St-V6Z-2M8/unit-2201/home/155776852,
111,1502 Island Park Walk #107,2.0,,1257.0,1288000.0,V6H 3Z8,49.2703541,49.2703541,https://www.redfin.ca/bc/vancouver/1502-Island-Park-Walk-V6H-3Y4/unit-107/home/155722445,
112,1502 Island Park Walk #107,,,,1288000.0,V6H 3Z8,49.2703541,-123.1380732,https://www.redfin.ca/bc/vancouver/1502-Island-Park-Walk-V6H-3Y4/unit-107/home/155722445,
113,151 W 2nd St #605,2.0,,800.0,858000.0,V7M 3P1,49.2696304,49.2696304,https://www.redfin.ca/bc/vancouver/151-W-2nd-Ave-V5Y-0L8/unit-605/home/194819916,
114,151 W 2nd St #605,,,,858000.0,V7M 3P1,49.2696304,-123.1082204,https://www.redfin.ca/bc/vancouver/151-W-2nd-Ave-V5Y-0L8/unit-605/home/194819916,
115,"151 W 2nd St #605, Nort",2.0,2.0,800.0,858000.0,V7M 3P1,,,https://www.redfin.com/bc/vancouver/151-W-2nd-Ave-V5Y-0L8/unit-605/home/194819916,
116,1545 E 2nd Ave #301,1.0,1.0,528.0,549900.0,V5N 1C8,,,https://www.redfin.com/bc/vancouver/1545-E-2nd-Ave-V5N-1C8/unit-301/home/155553387,
117,1549 Kitchener St #406,2.0,,983.0,850000.0,V5L 2V8,49.2724436,49.2724436,https://www.redfin.ca/bc/vancouver/1549-Kitchener-St-V5L-2V8/unit-406/home/156899491,
118,1549 Kitchener St #406,,,,850000.0,V5L 2V8,49.2724436,-123.0722613,https://www.redfin.ca/bc/vancouver/1549-Kitchener-St-V5L-2V8/unit-406/home/156899491,
119,1568 Alberni St #1901,2.0,2.0,1207.0,2998000.0,V6G 0E3,,,https://www.redfin.com/bc/vancouver/1568-Alberni-St-V6G-1A5/unit-1901/home/192479924,
120,1568 W 12th Ave Unit 4A,2.0,,1339.0,1149000.0,V6J 2E1,49.2605386,49.2605386,https://www.redfin.ca/bc/vancouver/1568-W-12th-Ave-V6J-2E1/unit-4A/home/155324797,
121,1568 W 12th Ave Unit 4A,,,,1149000.0,V6J 2E1,49.2605386,-123.1402562,https://www.redfin.ca/bc/vancouver/1568-W-12th-Ave-V6J-2E1/unit-4A/home/155324797,
122,1575 Beach Ave #303,1.0,,648.0,730000.0,V6G 1Y5,49.2831567,49.2831567,https://www.redfin.ca/bc/vancouver/1575-Beach-Ave-V6G-1Y5/unit-303/home/155177178,
123,1575 Beach Ave #703,2.0,,1330.0,1528000.0,V6G 1Y5,49.2831567,49.2831567,https://www.redfin.ca/bc/vancouver/1575-Beach-Ave-V6G-1Y5/unit-703/home/155370134,
124,1575 Beach Ave #703,,,,,V6G 1Y5,49.2831567,-123.1412805,https://www.redfin.ca/bc/vancouver/1575-Beach-Ave-V6G-1Y5/unit-703/home/155370134,
125,1576 Homer Mews,3.0,,2476.0,6580000.0,V6Z 0A6,49.2710412,49.2710412,https://www.redfin.ca/bc/vancouver/1576-Homer-Mews-V6Z-3E9/home/155838014,
126,1576 Homer Mews,,,,6580000.0,V6Z 0A6,49.2710412,-123.1268862,https://www.redfin.ca/bc/vancouver/1576-Homer-Mews-V6Z-3E9/home/155838014,
127,1596 Island Park Walk,3.0,,2268.0,2310000.0,V6J 0G9,49.2710411,49.2710411,https://www.redfin.ca/bc/vancouver/1596-Island-Park-Walk-V6J-5A6/home/168558184,
128,1596 Island Park Walk,,,,,V6J 0G9,49.2710411,-123.1397315,https://www.redfin.ca/bc/vancouver/1596-Island-Park-Walk-V6J-5A6/home/168558184,
129,1603 Matthews Ave,6.0,,8170.0,14980000.0,V6J 2T1,49.2532287,49.2532287,https://www.redfin.ca/bc/vancouver/1603-Matthews-Ave-V6J-2T1/home/155533545,
130,1635 Mclean Dr,2.0,,1469.0,1398500.0,V5L 5E3,49.2703006,49.2703006,https://www.redfin.ca/bc/vancouver/1635-McLean-Dr-V5L-3P3/home/156863153,
131,1635 Mclean Dr,,,,1398500.0,V5L 5E3,49.2703006,-123.0756948,https://www.redfin.ca/bc/vancouver/1635-McLean-Dr-V5L-3P3/home/156863153,
132,168 E 35th Ave #201,2.0,,871.0,1050000.0,V5W 1A6,49.2388773,49.2388773,https://www.redfin.ca/bc/vancouver/168-E-35th-Ave-V5W-1A6/unit-201/home/168595717,
133,168 E 35th Ave #201,,,,1050000.0,V5W 1A6,49.2388773,-123.1026114,https://www.redfin.ca/bc/vancouver/168-E-35th-Ave-V5W-1A6/unit-201/home/168595717,
134,1705 Nelson St #303,1.0,,728.0,679000.0,V6G 1M6,49.2886749,49.2886749,https://www.redfin.ca/bc/vancouver/1705-Nelson-St-V6G-1M6/unit-303/home/155428775,
135,1705 Nelson St #303,,,,679000.0,V6G 1M6,49.2886749,-123.1371022,https://www.redfin.ca/bc/vancouver/1705-Nelson-St-V6G-1M6/unit-303/home/155428775,
136,1728 Cook St,2.0,,1034.0,1346666.0,V5Y 0N3,49.2696423,49.2696423,https://www.redfin.ca/bc/vancouver/1728-Cook-St-V5Y-3V5/home/178961105,
137,1728 Cook St,,,,1346666.0,V5Y 0N3,49.2696423,-123.1104671,https://www.redfin.ca/bc/vancouver/1728-Cook-St-V5Y-3V5/home/178961105,
138,175 E Broadway #507,1.0,1.0,557.0,350000.0,V5T 1W2,,,https://www.redfin.com/bc/vancouver/175-E-Broadway-V5T-1W2/unit-507/home/155715551,
139,1771 Nelson St #601,2.0,,905.0,848800.0,V6G 1M6,49.2893406,49.2893406,https://www.redfin.ca/bc/vancouver/1771-Nelson-St-V6G-1M6/unit-601/home/155282049,
140,1771 Nelson St #603,2.0,2.0,905.0,888800.0,V6G 1M6,,,https://www.redfin.com/bc/vancouver/1771-Nelson-St-V6G-1M6/unit-603/home/155282061,
141,1788 Columbia St #1402,2.0,,988.0,1346000.0,V5Y 0L7,49.2695803,49.2695803,https://www.redfin.ca/bc/vancouver/1788-Columbia-St-V5Y-0L7/unit-1402/home/168591256,
142,1788 Columbia St #1402,,,,,V5Y 0L7,49.2695803,-123.1092586,https://www.redfin.ca/bc/vancouver/1788-Columbia-St-V5Y-0L7/unit-1402/home/168591256,
143,18 GLEN Dr Lo,0.0,,,129900.0,"and, BC",,,https://www.redfin.com/bc/vancouver/15-Glen-Dr-V5T-4B5/unit-15/home/194699209,
144,18 GLEN Dr Lot 15,0.0,,,129900.0,,49.2611467,49.2611467,https://www.redfin.ca/bc/vancouver/15-Glen-Dr-V5T-4B5/unit-15/home/194699209,
145,1803 E 14th Ave,3.0,2.5,1199.0,1499900.0,V5N 2E3,,,https://www.redfin.com/bc/vancouver/1803-E-14th-Ave-V5N-2E3/home/155695987,
146,181 West 1st Ave #311,1.0,1.0,771.0,799900.0,V5Y 0E3,,,https://www.redfin.com/bc/vancouver/181-W-1st-Ave-V5Y-0E3/unit-311/home/155464071,
